viewer_id,age,gender,city,country,subscription_tier,join_date,preferred_genre,device
756,41,Female,Los Angeles,USA,Free,2023-02-15,Thriller,Mobile
757,21,Non-binary,Paris,France,Premium,2024-12-27,Thriller,Desktop
758,57,Non-binary,Houston,USA,Family,2025-04-30,Comedy,Laptop
759,19,Male,Paris,France,Family,2021-11-10,Thriller,Desktop
760,46,Non-binary,Melbourne,Australia,Premium,2024-01-06,Drama,Mobile
761,64,Non-binary,Los Angeles,USA,Basic,2020-01-05,Comedy,Laptop
762,56,Female,Paris,France,Premium,2023-12-08,Action,Mobile
763,26,Female,Tokyo,Japan,Basic,2024-08-10,Romance,Tablet
764,32,Non-binary,Los Angeles,USA,Basic,2021-01-19,Action,Tablet
765,45,Male,Houston,USA,Premium,2020-08-08,Historical Drama,Tablet
766,56,Non-binary,New York,USA,Free,2024-04-30,Drama,Tablet
767,53,Non-binary,Mumbai,India,Basic,2022-10-18,Action,Desktop
768,19,Non-binary,Delhi,India,Family,2024-09-13,Thriller,Tablet
769,48,Male,Tokyo,Japan,Basic,2024-02-05,Historical Drama,Smart TV
770,40,Non-binary,Los Angeles,USA,Premium,2022-10-29,Drama,Tablet
771,60,Male,Melbourne,Australia,Premium,2022-03-25,Comedy,Laptop
772,67,Male,Toronto,Canada,Basic,2022-04-25,Thriller,Desktop
773,69,Non-binary,Phoenix,USA,Premium,2023-12-28,Romance,Desktop
774,29,Male,Mumbai,India,Basic,2023-07-02,Romance,Laptop
775,38,Non-binary,Mumbai,India,Basic,2023-12-25,Romance,Smart TV
776,50,Non-binary,Sydney,Australia,Premium,2023-12-25,Action,Laptop
777,46,Non-binary,Sydney,Australia,Family,2023-10-12,Romance,Desktop
778,72,Female,Phoenix,USA,Free,2022-12-06,Action,Mobile
779,25,Male,Manchester,UK,Free,2021-02-13,Comedy,Smart TV
780,59,Female,Phoenix,USA,Basic,2024-09-15,Action,Laptop
781,64,Non-binary,Houston,USA,Free,2022-01-04,Historical Drama,Tablet
782,55,Non-binary,Los Angeles,USA,Basic,2024-02-29,Romance,Desktop
783,31,Non-binary,Manchester,UK,Premium,2023-11-20,Romance,Mobile
784,40,Female,Tokyo,Japan,Family,2024-06-02,Romance,Laptop
785,19,Male,Sydney,Australia,Premium,2021-02-19,Thriller,Tablet
786,30,Non-binary,Paris,France,Premium,2024-03-26,Thriller,Desktop
787,54,Male,Delhi,India,Basic,2021-08-25,Drama,Smart TV
788,20,Male,Mumbai,India,Basic,2024-02-14,Thriller,Mobile
789,18,Female,Manchester,UK,Premium,2023-02-13,Comedy,Smart TV
790,53,Female,Chicago,USA,Free,2021-11-07,Drama,Smart TV
791,25,Female,New York,USA,Free,2024-05-03,Romance,Desktop
792,58,Female,Paris,France,Family,2024-06-05,Thriller,Desktop
793,20,Non-binary,London,UK,Premium,2022-12-12,Sci-Fi,Smart TV
794,20,Non-binary,Sydney,Australia,Basic,2022-05-01,Thriller,Desktop
795,21,Female,Manchester,UK,Basic,2024-12-14,Sci-Fi,Laptop
796,39,Female,London,UK,Basic,2025-04-30,Historical Drama,Desktop
797,46,Non-binary,Sydney,Australia,Free,2020-08-22,Romance,Laptop
798,31,Non-binary,Toronto,Canada,Basic,2020-03-22,Romance,Laptop
799,66,Male,Manchester,UK,Family,2021-06-09,Thriller,Laptop
800,49,Female,New York,USA,Family,2022-09-23,Action,Laptop
801,57,Male,Tokyo,Japan,Premium,2022-11-18,Action,Mobile
802,65,Non-binary,Chicago,USA,Free,2023-07-07,Action,Smart TV
803,56,Male,Mumbai,India,Family,2024-09-07,Action,Smart TV
804,69,Non-binary,Sydney,Australia,Family,2023-08-17,Historical Drama,Mobile
805,59,Male,Delhi,India,Free,2022-07-29,Romance,Laptop
806,21,Male,New York,USA,Free,2020-12-30,Historical Drama,Laptop
807,20,Non-binary,Sydney,Australia,Basic,2025-02-08,Comedy,Tablet
808,44,Non-binary,Manchester,UK,Family,2022-06-05,Comedy,Mobile
809,59,Male,Manchester,UK,Free,2023-08-06,Romance,Desktop
810,64,Non-binary,Los Angeles,USA,Free,2023-12-06,Historical Drama,Mobile
811,48,Male,London,UK,Premium,2024-05-30,Romance,Laptop
812,21,Female,Melbourne,Australia,Family,2022-02-20,Drama,Mobile
813,26,Non-binary,Toronto,Canada,Basic,2020-10-06,Romance,Tablet
814,67,Non-binary,Berlin,Germany,Premium,2023-07-22,Sci-Fi,Laptop
815,72,Non-binary,Mumbai,India,Premium,2025-04-28,Action,Desktop
816,51,Male,Paris,France,Free,2020-03-26,Action,Desktop
817,41,Non-binary,Melbourne,Australia,Free,2021-09-16,Sci-Fi,Laptop
818,42,Non-binary,Houston,USA,Basic,2020-11-25,Sci-Fi,Smart TV
819,69,Female,Melbourne,Australia,Basic,2020-08-22,Sci-Fi,Desktop
820,19,Non-binary,Paris,France,Family,2023-08-13,Thriller,Mobile
821,58,Male,Phoenix,USA,Premium,2020-07-20,Sci-Fi,Desktop
822,37,Female,Toronto,Canada,Basic,2023-10-06,Romance,Smart TV
823,34,Non-binary,Los Angeles,USA,Free,2025-01-17,Sci-Fi,Laptop
824,44,Female,Toronto,Canada,Premium,2023-11-21,Thriller,Smart TV
825,52,Female,Melbourne,Australia,Premium,2022-05-27,Sci-Fi,Mobile
826,31,Male,London,UK,Family,2021-07-20,Historical Drama,Laptop
827,59,Non-binary,Chicago,USA,Premium,2024-12-02,Drama,Tablet
828,38,Female,Toronto,Canada,Family,2023-02-03,Action,Smart TV
829,54,Male,Mumbai,India,Premium,2024-10-24,Historical Drama,Smart TV
830,50,Male,Tokyo,Japan,Premium,2024-02-11,Romance,Mobile
831,20,Male,Delhi,India,Free,2024-07-22,Thriller,Desktop
832,65,Non-binary,Manchester,UK,Basic,2025-01-30,Action,Desktop
833,50,Non-binary,Phoenix,USA,Family,2023-09-01,Historical Drama,Smart TV
834,41,Male,London,UK,Premium,2020-10-01,Drama,Desktop
835,21,Female,Sydney,Australia,Premium,2022-10-25,Action,Smart TV
836,67,Non-binary,Paris,France,Basic,2024-03-30,Thriller,Smart TV
837,26,Male,Toronto,Canada,Basic,2024-02-16,Romance,Tablet
838,18,Male,London,UK,Family,2021-04-19,Action,Laptop
839,30,Male,London,UK,Basic,2022-11-26,Historical Drama,Laptop
840,46,Female,Manchester,UK,Free,2020-03-22,Romance,Laptop
841,61,Non-binary,Los Angeles,USA,Premium,2024-09-05,Romance,Laptop
842,50,Non-binary,Melbourne,Australia,Basic,2022-02-10,Romance,Tablet
843,53,Non-binary,London,UK,Free,2022-11-24,Comedy,Tablet
844,30,Non-binary,Tokyo,Japan,Family,2021-12-23,Historical Drama,Laptop
845,66,Female,Toronto,Canada,Free,2022-10-24,Sci-Fi,Tablet
846,30,Male,Chicago,USA,Premium,2021-03-09,Sci-Fi,Smart TV
847,39,Non-binary,Chicago,USA,Free,2023-09-15,Sci-Fi,Tablet
848,37,Non-binary,Berlin,Germany,Free,2022-09-13,Romance,Tablet
849,29,Non-binary,Toronto,Canada,Basic,2023-08-18,Historical Drama,Tablet
850,31,Male,New York,USA,Basic,2023-03-20,Thriller,Smart TV
851,56,Non-binary,Chicago,USA,Free,2024-12-29,Thriller,Smart TV
852,26,Female,New York,USA,Basic,2022-11-24,Drama,Desktop
853,56,Male,Melbourne,Australia,Premium,2025-04-23,Action,Smart TV
854,54,Female,Toronto,Canada,Family,2020-12-15,Sci-Fi,Tablet
855,25,Non-binary,Melbourne,Australia,Basic,2023-06-30,Romance,Desktop
856,26,Non-binary,Phoenix,USA,Premium,2025-03-03,Drama,Desktop
857,20,Male,Melbourne,Australia,Family,2022-02-28,Sci-Fi,Mobile
858,28,Non-binary,New York,USA,Family,2024-08-19,Sci-Fi,Desktop
859,27,Female,Los Angeles,USA,Free,2024-12-02,Historical Drama,Desktop
860,64,Male,Sydney,Australia,Free,2022-09-14,Romance,Smart TV
861,54,Non-binary,Tokyo,Japan,Free,2025-01-10,Historical Drama,Tablet
862,42,Female,Sydney,Australia,Free,2023-11-29,Thriller,Tablet
863,67,Female,Houston,USA,Family,2021-12-18,Thriller,Desktop
864,43,Male,Los Angeles,USA,Premium,2022-09-04,Historical Drama,Smart TV
865,70,Male,Tokyo,Japan,Premium,2023-05-10,Thriller,Tablet
866,28,Male,Phoenix,USA,Free,2023-03-29,Thriller,Mobile
867,16,Female,Sydney,Australia,Basic,2023-11-09,Historical Drama,Laptop
868,39,Male,Manchester,UK,Basic,2022-05-22,Romance,Desktop
869,32,Non-binary,Phoenix,USA,Family,2023-03-02,Comedy,Desktop
870,59,Female,Phoenix,USA,Basic,2022-04-26,Thriller,Desktop
871,27,Female,Toronto,Canada,Family,2021-06-03,Comedy,Desktop
872,65,Non-binary,London,UK,Family,2024-02-15,Sci-Fi,Mobile
873,30,Female,Delhi,India,Basic,2020-07-24,Sci-Fi,Desktop
874,66,Female,Manchester,UK,Free,2020-11-25,Drama,Mobile
875,21,Male,Berlin,Germany,Family,2025-03-11,Thriller,Tablet
876,20,Female,Los Angeles,USA,Basic,2022-01-29,Action,Desktop
877,62,Female,New York,USA,Family,2023-06-11,Romance,Desktop
878,61,Non-binary,Phoenix,USA,Free,2025-04-20,Historical Drama,Smart TV
879,47,Female,Mumbai,India,Free,2021-02-17,Historical Drama,Desktop
880,28,Male,Phoenix,USA,Basic,2023-06-13,Sci-Fi,Mobile
881,31,Non-binary,London,UK,Free,2020-11-18,Action,Laptop
882,41,Female,Berlin,Germany,Family,2022-04-10,Thriller,Smart TV
883,16,Non-binary,Sydney,Australia,Free,2025-02-25,Action,Desktop
884,62,Non-binary,Phoenix,USA,Premium,2021-12-12,Historical Drama,Laptop
885,54,Male,Houston,USA,Family,2025-03-19,Drama,Desktop
886,32,Male,New York,USA,Family,2022-11-02,Action,Desktop
887,48,Female,Los Angeles,USA,Premium,2025-04-23,Action,Desktop
888,72,Non-binary,Phoenix,USA,Premium,2023-11-22,Drama,Tablet
889,46,Male,Melbourne,Australia,Premium,2024-05-07,Drama,Tablet
890,53,Male,Tokyo,Japan,Family,2020-08-26,Comedy,Mobile
891,56,Male,Manchester,UK,Basic,2024-06-26,Comedy,Tablet
892,49,Non-binary,London,UK,Free,2023-12-06,Historical Drama,Laptop
893,34,Male,Houston,USA,Family,2023-10-11,Romance,Laptop
894,51,Male,Los Angeles,USA,Family,2021-10-04,Comedy,Smart TV
895,52,Female,Tokyo,Japan,Basic,2025-04-23,Romance,Smart TV
896,63,Male,Toronto,Canada,Basic,2024-02-15,Sci-Fi,Laptop
897,30,Male,Houston,USA,Basic,2024-09-08,Thriller,Laptop
898,65,Male,Chicago,USA,Free,2025-02-27,Action,Tablet
899,16,Non-binary,Melbourne,Australia,Free,2024-10-02,Drama,Laptop
900,36,Female,Melbourne,Australia,Premium,2022-10-02,Sci-Fi,Desktop
901,41,Male,Phoenix,USA,Basic,2020-04-20,Thriller,Tablet
902,50,Male,Toronto,Canada,Premium,2022-03-17,Historical Drama,Smart TV
903,23,Non-binary,Toronto,Canada,Family,2021-10-08,Romance,Mobile
904,59,Male,New York,USA,Family,2023-04-04,Action,Laptop
905,55,Female,London,UK,Basic,2023-01-28,Comedy,Smart TV
906,46,Non-binary,Phoenix,USA,Premium,2022-01-19,Sci-Fi,Tablet
907,29,Female,Manchester,UK,Premium,2022-01-17,Historical Drama,Tablet
908,44,Male,Phoenix,USA,Basic,2023-03-25,Romance,Smart TV
909,22,Non-binary,Paris,France,Premium,2024-07-04,Sci-Fi,Desktop
910,70,Female,Manchester,UK,Basic,2020-10-25,Historical Drama,Smart TV
911,67,Male,Toronto,Canada,Basic,2022-05-13,Drama,Smart TV
912,70,Non-binary,Tokyo,Japan,Premium,2024-05-27,Drama,Laptop
913,51,Non-binary,Phoenix,USA,Free,2022-03-26,Action,Smart TV
914,29,Female,New York,USA,Family,2024-09-14,Romance,Mobile
915,63,Female,Toronto,Canada,Premium,2022-01-09,Comedy,Desktop
916,67,Female,Sydney,Australia,Premium,2020-02-10,Drama,Mobile
917,71,Non-binary,London,UK,Basic,2023-03-27,Thriller,Desktop
918,65,Female,Chicago,USA,Premium,2021-10-27,Romance,Desktop
919,65,Non-binary,Toronto,Canada,Family,2024-12-26,Action,Tablet
920,34,Female,Melbourne,Australia,Basic,2024-11-13,Sci-Fi,Laptop
921,56,Non-binary,Manchester,UK,Family,2024-10-04,Action,Mobile
922,37,Male,Chicago,USA,Premium,2021-10-10,Romance,Laptop
923,33,Non-binary,Delhi,India,Family,2021-07-09,Drama,Laptop
924,53,Non-binary,Delhi,India,Family,2022-04-27,Sci-Fi,Smart TV
925,17,Male,Paris,France,Basic,2023-09-17,Comedy,Mobile
926,26,Female,Houston,USA,Free,2020-07-14,Action,Tablet
927,19,Male,Sydney,Australia,Family,2022-12-09,Historical Drama,Mobile
928,32,Non-binary,Los Angeles,USA,Basic,2020-06-21,Romance,Tablet
929,30,Male,Phoenix,USA,Premium,2022-06-26,Romance,Smart TV
930,49,Male,Chicago,USA,Free,2020-03-12,Romance,Laptop
931,36,Female,Paris,France,Family,2024-11-18,Thriller,Laptop
932,44,Male,Sydney,Australia,Basic,2023-04-25,Thriller,Tablet
933,63,Non-binary,Mumbai,India,Family,2022-12-08,Romance,Desktop
934,38,Female,Phoenix,USA,Basic,2024-07-06,Action,Tablet
935,39,Female,Phoenix,USA,Premium,2020-11-14,Comedy,Mobile
936,49,Male,New York,USA,Premium,2021-08-10,Drama,Desktop
937,60,Female,New York,USA,Family,2021-09-05,Action,Tablet
938,34,Non-binary,Berlin,Germany,Basic,2024-06-19,Action,Desktop
939,28,Female,London,UK,Family,2022-03-19,Sci-Fi,Smart TV
940,63,Non-binary,Delhi,India,Family,2024-08-23,Drama,Smart TV
941,21,Female,Phoenix,USA,Basic,2022-11-24,Historical Drama,Desktop
942,60,Non-binary,Berlin,Germany,Premium,2021-08-06,Romance,Desktop
943,33,Female,Berlin,Germany,Basic,2024-10-13,Action,Smart TV
944,34,Male,Chicago,USA,Family,2023-06-19,Drama,Laptop
945,55,Female,Delhi,India,Basic,2021-10-18,Action,Smart TV
946,50,Male,New York,USA,Basic,2020-07-28,Comedy,Laptop
947,61,Female,Chicago,USA,Free,2021-04-21,Action,Smart TV
948,47,Male,New York,USA,Premium,2022-05-10,Comedy,Tablet
949,45,Non-binary,London,UK,Free,2021-11-07,Action,Smart TV
950,33,Female,New York,USA,Free,2023-01-17,Drama,Smart TV
951,69,Female,Houston,USA,Family,2024-08-23,Action,Mobile
952,61,Male,Berlin,Germany,Family,2024-04-28,Drama,Smart TV
953,18,Male,Delhi,India,Family,2024-02-14,Historical Drama,Mobile
954,58,Male,Sydney,Australia,Family,2022-03-07,Romance,Laptop
955,36,Male,Tokyo,Japan,Free,2024-03-05,Thriller,Desktop
956,32,Female,Los Angeles,USA,Premium,2021-02-10,Comedy,Mobile
957,58,Male,Paris,France,Free,2021-04-28,Romance,Tablet
958,16,Male,London,UK,Premium,2023-04-12,Action,Tablet
959,31,Male,Berlin,Germany,Free,2023-04-05,Historical Drama,Tablet
960,54,Male,Delhi,India,Premium,2024-04-27,Action,Smart TV
961,47,Male,Chicago,USA,Premium,2025-03-21,Historical Drama,Mobile
962,38,Non-binary,New York,USA,Basic,2023-12-07,Thriller,Mobile
963,47,Male,Chicago,USA,Premium,2023-02-17,Historical Drama,Laptop
964,44,Non-binary,Berlin,Germany,Basic,2020-02-13,Romance,Tablet
965,62,Male,London,UK,Premium,2025-01-14,Action,Tablet
966,44,Non-binary,Delhi,India,Premium,2023-01-16,Romance,Tablet
967,52,Male,Houston,USA,Premium,2021-10-24,Romance,Tablet
968,71,Non-binary,Phoenix,USA,Basic,2020-05-21,Thriller,Smart TV
969,34,Female,Toronto,Canada,Premium,2022-07-18,Action,Desktop
970,62,Male,Manchester,UK,Free,2023-06-23,Historical Drama,Laptop
971,55,Male,Berlin,Germany,Premium,2024-01-16,Action,Desktop
972,40,Male,Paris,France,Family,2024-04-17,Thriller,Smart TV
973,34,Female,Melbourne,Australia,Family,2023-08-05,Comedy,Mobile
974,49,Non-binary,Los Angeles,USA,Free,2020-03-30,Historical Drama,Smart TV
975,71,Male,Chicago,USA,Basic,2020-08-07,Drama,Smart TV
976,18,Non-binary,Los Angeles,USA,Family,2023-09-09,Drama,Desktop
977,60,Non-binary,Melbourne,Australia,Premium,2020-04-10,Comedy,Smart TV
978,61,Male,Melbourne,Australia,Free,2025-03-20,Sci-Fi,Tablet
979,72,Male,Tokyo,Japan,Family,2024-06-28,Romance,Mobile
980,51,Non-binary,London,UK,Family,2024-08-10,Comedy,Mobile
981,55,Female,Paris,France,Free,2024-02-12,Action,Laptop
982,29,Non-binary,Los Angeles,USA,Free,2020-07-26,Romance,Smart TV
983,40,Male,Sydney,Australia,Basic,2022-12-13,Romance,Smart TV
984,56,Male,Melbourne,Australia,Family,2024-03-08,Action,Desktop
985,59,Female,London,UK,Family,2024-12-13,Action,Smart TV
986,27,Non-binary,Berlin,Germany,Family,2022-10-30,Comedy,Smart TV
987,54,Female,Sydney,Australia,Premium,2025-01-22,Comedy,Desktop
988,70,Female,London,UK,Family,2024-04-14,Romance,Tablet
989,62,Female,Paris,France,Basic,2023-02-27,Thriller,Smart TV
990,65,Non-binary,Manchester,UK,Premium,2022-01-07,Drama,Tablet
991,16,Non-binary,Manchester,UK,Free,2021-08-05,Thriller,Mobile
992,24,Female,Sydney,Australia,Free,2021-09-07,Sci-Fi,Smart TV
993,36,Male,Paris,France,Premium,2025-02-25,Thriller,Desktop
994,52,Non-binary,Sydney,Australia,Basic,2020-07-12,Action,Tablet
995,25,Male,London,UK,Premium,2022-01-21,Thriller,Smart TV
996,32,Female,Houston,USA,Free,2023-03-14,Drama,Desktop
997,29,Non-binary,Tokyo,Japan,Free,2024-01-21,Comedy,Tablet
998,47,Non-binary,Chicago,USA,Free,2023-05-04,Romance,Laptop
999,62,Non-binary,New York,USA,Family,2020-06-09,Historical Drama,Mobile
1000,65,Female,Tokyo,Japan,Premium,2024-12-06,Historical Drama,Tablet
