review_id,viewer_id,movie_id,rating,review_text,review_date,helpful_votes,sentiment
1959,82,31,9.0,Absolutely loved it!,2025-04-18,22,positive
1960,775,42,7.5,Stunning visuals and gripping story.,2023-02-25,123,positive
1961,193,4,7.9,Best film this year.,2023-07-04,57,positive
1962,450,23,7.8,Best film this year.,2024-11-27,70,positive
1963,851,49,9.0,Stunning visuals and gripping story.,2025-02-16,59,positive
1964,776,42,7.2,Best film this year.,2024-12-15,67,positive
1965,862,33,8.1,Couldn't stop watching.,2023-04-03,95,positive
1966,755,37,8.2,A masterpiece of modern cinema.,2023-12-28,85,positive
1967,652,44,4.2,Weak plot and flat characters.,2025-03-12,142,negative
1968,397,17,9.3,Stunning visuals and gripping story.,2023-02-24,29,positive
1969,492,6,8.5,A masterpiece of modern cinema.,2023-06-13,44,positive
1970,836,44,9.9,A masterpiece of modern cinema.,2024-12-08,72,positive
1971,339,13,3.3,Overhyped and underdelivered.,2025-04-05,81,negative
1972,84,25,7.9,A masterpiece of modern cinema.,2023-04-11,140,positive
1973,678,1,7.8,Absolutely loved it!,2023-01-29,132,positive
1974,333,47,9.2,A masterpiece of modern cinema.,2023-01-14,170,positive
1975,680,39,7.5,A masterpiece of modern cinema.,2024-04-22,194,positive
1976,631,26,6.4,"It was okay, nothing special.",2024-10-06,157,neutral
1977,475,38,8.8,Best film this year.,2025-01-26,147,positive
1978,713,6,7.3,Stunning visuals and gripping story.,2023-01-23,169,positive
1979,946,34,9.2,Best film this year.,2024-04-03,66,positive
1980,711,38,1.5,"Too predictable, fell asleep halfway.",2023-03-10,108,negative
1981,903,21,7.1,Couldn't stop watching.,2024-06-22,110,positive
1982,441,32,6.1,"Some good moments, some slow parts.",2023-05-02,187,neutral
1983,436,36,7.6,Couldn't stop watching.,2025-04-29,94,positive
1984,150,42,8.4,Best film this year.,2025-04-07,15,positive
1985,68,22,2.2,Overhyped and underdelivered.,2023-03-27,170,negative
1986,377,2,9.4,Couldn't stop watching.,2023-12-15,22,positive
1987,109,35,5.2,Worth a watch on a lazy evening.,2024-11-25,200,neutral
1988,788,32,3.1,Weak plot and flat characters.,2023-10-06,130,negative
1989,57,36,5.2,"Some good moments, some slow parts.",2024-09-21,103,neutral
1990,886,27,5.9,"It was okay, nothing special.",2024-12-13,97,neutral
1991,586,21,7.4,Absolutely loved it!,2025-03-11,51,positive
1992,780,47,7.6,Stunning visuals and gripping story.,2024-07-27,50,positive
1993,628,42,5.8,"Some good moments, some slow parts.",2024-04-17,24,neutral
1994,989,15,6.3,"Some good moments, some slow parts.",2024-04-20,5,neutral
1995,47,7,9.9,Best film this year.,2023-03-09,160,positive
1996,150,11,6.8,"It was okay, nothing special.",2023-06-28,56,neutral
1997,532,49,9.8,Couldn't stop watching.,2024-11-24,48,positive
1998,46,13,6.8,Worth a watch on a lazy evening.,2024-02-06,13,neutral
1999,282,1,9.6,Incredible performances all around.,2025-01-25,108,positive
2000,148,37,1.6,Comedy that wasn't funny at all.,2025-03-13,182,negative
2001,366,13,5.3,"It was okay, nothing special.",2025-01-11,144,neutral
2002,563,24,9.1,Incredible performances all around.,2024-03-25,34,positive
2003,817,3,8.4,Best film this year.,2024-08-18,165,positive
2004,16,24,3.0,Disappointing compared to the trailer.,2023-09-04,116,negative
2005,332,43,9.3,Best film this year.,2025-03-18,176,positive
2006,920,4,4.1,Comedy that wasn't funny at all.,2023-07-28,1,negative
2007,736,26,7.4,Best film this year.,2024-06-12,31,positive
2008,876,29,1.2,Comedy that wasn't funny at all.,2024-12-06,107,negative
2009,500,10,7.4,Emotional and thought-provoking.,2024-09-26,195,positive
2010,87,38,2.7,Weak plot and flat characters.,2024-04-07,177,negative
2011,631,34,5.1,"Some good moments, some slow parts.",2025-02-12,114,neutral
2012,150,1,9.2,Couldn't stop watching.,2024-07-24,181,positive
2013,173,14,8.7,A masterpiece of modern cinema.,2025-03-26,124,positive
2014,3,36,2.8,Disappointing compared to the trailer.,2023-03-12,80,negative
2015,684,11,2.2,Weak plot and flat characters.,2023-10-01,72,negative
2016,255,6,9.9,Couldn't stop watching.,2024-08-10,55,positive
2017,831,10,9.7,Stunning visuals and gripping story.,2024-04-28,167,positive
2018,874,17,5.1,Decent but forgettable.,2025-01-17,87,neutral
2019,843,43,5.3,"It was okay, nothing special.",2025-03-23,150,neutral
2020,528,14,9.6,A masterpiece of modern cinema.,2023-05-05,139,positive
2021,63,16,5.4,Worth a watch on a lazy evening.,2023-04-18,77,neutral
2022,843,35,3.6,Disappointing compared to the trailer.,2023-12-05,191,negative
2023,315,23,9.6,Couldn't stop watching.,2023-05-16,126,positive
2024,653,23,6.2,Worth a watch on a lazy evening.,2024-06-14,94,neutral
2025,568,7,8.5,Couldn't stop watching.,2024-07-18,174,positive
2026,719,20,5.9,Decent but forgettable.,2023-06-24,48,neutral
2027,176,35,7.0,Decent but forgettable.,2025-04-16,85,neutral
2028,9,20,6.9,"It was okay, nothing special.",2024-12-14,188,neutral
2029,718,32,8.2,A masterpiece of modern cinema.,2025-04-17,139,positive
2030,558,20,4.9,"Too predictable, fell asleep halfway.",2024-03-21,21,negative
2031,935,10,7.1,Absolutely loved it!,2024-03-19,171,positive
2032,39,7,8.9,Emotional and thought-provoking.,2023-04-28,141,positive
2033,108,7,5.1,Worth a watch on a lazy evening.,2023-07-02,189,neutral
2034,104,2,9.4,Couldn't stop watching.,2024-10-26,184,positive
2035,167,27,1.4,Comedy that wasn't funny at all.,2023-10-05,120,negative
2036,185,47,7.1,Incredible performances all around.,2023-03-13,200,positive
2037,320,5,4.7,Weak plot and flat characters.,2023-10-15,65,negative
2038,220,12,9.2,Best film this year.,2023-01-05,170,positive
2039,353,28,3.8,Not worth the subscription fee.,2023-06-01,146,negative
2040,828,26,6.4,Worth a watch on a lazy evening.,2023-06-27,196,neutral
2041,284,49,9.3,A masterpiece of modern cinema.,2024-05-18,172,positive
2042,214,5,6.1,Worth a watch on a lazy evening.,2023-02-07,111,neutral
2043,937,4,8.2,Absolutely loved it!,2023-08-04,113,positive
2044,289,19,6.0,"It was okay, nothing special.",2024-11-14,111,neutral
2045,697,31,9.1,A masterpiece of modern cinema.,2024-10-03,18,positive
2046,261,10,1.4,Disappointing compared to the trailer.,2024-04-19,167,negative
2047,572,5,4.9,Overhyped and underdelivered.,2024-01-25,79,negative
2048,612,9,5.0,"It was okay, nothing special.",2023-07-16,132,neutral
2049,832,15,5.6,Worth a watch on a lazy evening.,2023-04-28,191,neutral
2050,226,47,7.9,Absolutely loved it!,2024-03-02,170,positive
2051,922,20,3.3,Weak plot and flat characters.,2025-04-30,32,negative
2052,323,45,9.4,Absolutely loved it!,2024-03-07,185,positive
2053,905,19,7.1,A masterpiece of modern cinema.,2024-05-28,180,positive
2054,586,24,5.5,"Some good moments, some slow parts.",2023-08-16,163,neutral
2055,288,46,2.5,Not worth the subscription fee.,2024-02-23,101,negative
2056,224,39,6.6,"It was okay, nothing special.",2023-04-03,35,neutral
2057,750,3,7.7,Stunning visuals and gripping story.,2024-01-01,162,positive
2058,593,40,6.2,Worth a watch on a lazy evening.,2023-11-20,103,neutral
2059,472,23,8.1,Stunning visuals and gripping story.,2024-05-22,96,positive
2060,407,29,6.9,"It was okay, nothing special.",2023-08-14,77,neutral
2061,720,33,9.8,A masterpiece of modern cinema.,2025-03-14,185,positive
2062,979,18,1.9,Not worth the subscription fee.,2025-03-08,36,negative
2063,166,8,6.4,"Some good moments, some slow parts.",2023-07-24,179,neutral
2064,140,44,10.0,Emotional and thought-provoking.,2024-10-11,34,positive
2065,123,20,5.0,"Some good moments, some slow parts.",2024-08-08,131,neutral
2066,197,21,1.2,Disappointing compared to the trailer.,2023-12-09,128,negative
2067,103,49,6.1,Worth a watch on a lazy evening.,2024-01-10,19,neutral
2068,782,19,7.2,Couldn't stop watching.,2024-11-13,21,positive
2069,550,15,8.1,Couldn't stop watching.,2024-04-13,147,positive
2070,770,3,8.4,Couldn't stop watching.,2023-08-10,195,positive
2071,262,6,7.1,Best film this year.,2023-02-06,151,positive
2072,340,4,6.9,"Some good moments, some slow parts.",2023-10-06,95,neutral
2073,115,14,4.9,Disappointing compared to the trailer.,2023-05-09,185,negative
2074,716,39,1.7,Overhyped and underdelivered.,2023-06-02,176,negative
2075,838,3,6.1,"Some good moments, some slow parts.",2023-01-03,48,neutral
2076,811,7,9.3,A masterpiece of modern cinema.,2023-04-10,92,positive
2077,345,37,8.8,Emotional and thought-provoking.,2024-01-13,146,positive
2078,794,12,1.3,Overhyped and underdelivered.,2024-03-25,28,negative
2079,444,26,9.7,Incredible performances all around.,2024-01-24,11,positive
2080,121,35,8.9,A masterpiece of modern cinema.,2023-01-01,52,positive
2081,133,36,7.7,Emotional and thought-provoking.,2023-12-30,51,positive
2082,551,13,6.8,"Some good moments, some slow parts.",2025-04-26,178,neutral
2083,726,40,8.7,A masterpiece of modern cinema.,2023-03-14,167,positive
2084,429,22,9.5,Couldn't stop watching.,2023-05-04,16,positive
2085,102,19,2.6,"Too predictable, fell asleep halfway.",2023-07-02,97,negative
2086,119,8,6.0,Decent but forgettable.,2023-05-06,95,neutral
2087,214,35,4.5,Not worth the subscription fee.,2023-02-12,52,negative
2088,372,21,6.2,Worth a watch on a lazy evening.,2023-08-18,22,neutral
2089,204,43,7.4,A masterpiece of modern cinema.,2025-04-07,199,positive
2090,77,47,1.7,Weak plot and flat characters.,2023-09-19,181,negative
2091,683,25,8.2,A masterpiece of modern cinema.,2024-09-11,28,positive
2092,984,13,4.2,Weak plot and flat characters.,2023-03-22,85,negative
2093,233,38,9.6,Absolutely loved it!,2025-02-20,98,positive
2094,3,5,2.2,Overhyped and underdelivered.,2023-04-26,178,negative
2095,135,1,10.0,Best film this year.,2024-09-02,142,positive
2096,289,17,2.5,Comedy that wasn't funny at all.,2023-07-24,108,negative
2097,930,4,7.9,Absolutely loved it!,2023-07-26,175,positive
2098,194,24,9.9,Incredible performances all around.,2024-03-14,159,positive
2099,282,5,2.4,Comedy that wasn't funny at all.,2023-01-31,172,negative
2100,4,29,5.8,Decent but forgettable.,2023-12-11,83,neutral
2101,268,33,6.0,Worth a watch on a lazy evening.,2023-04-01,36,neutral
2102,204,44,8.6,Couldn't stop watching.,2023-01-03,86,positive
2103,5,31,5.1,"It was okay, nothing special.",2024-05-07,32,neutral
2104,580,17,3.7,Not worth the subscription fee.,2024-01-31,63,negative
2105,397,28,7.6,Incredible performances all around.,2025-02-13,154,positive
2106,759,26,6.4,Worth a watch on a lazy evening.,2023-09-10,52,neutral
2107,558,37,7.9,Absolutely loved it!,2023-05-01,171,positive
2108,82,12,7.6,Emotional and thought-provoking.,2024-01-03,155,positive
2109,845,48,8.9,Couldn't stop watching.,2023-09-23,41,positive
2110,921,29,3.0,Overhyped and underdelivered.,2025-03-01,38,negative
2111,933,35,1.5,Not worth the subscription fee.,2024-03-02,94,negative
2112,761,40,5.8,"Some good moments, some slow parts.",2023-02-25,44,neutral
2113,569,43,7.9,Stunning visuals and gripping story.,2023-01-20,98,positive
2114,288,35,7.7,Stunning visuals and gripping story.,2024-06-19,40,positive
2115,633,38,5.5,"Some good moments, some slow parts.",2023-05-14,59,neutral
2116,912,21,5.8,"Some good moments, some slow parts.",2023-08-09,193,neutral
2117,607,16,7.7,A masterpiece of modern cinema.,2025-04-15,159,positive
2118,399,2,7.4,Stunning visuals and gripping story.,2023-07-21,138,positive
2119,721,10,7.3,Incredible performances all around.,2024-08-22,75,positive
2120,482,45,6.4,Worth a watch on a lazy evening.,2023-10-13,90,neutral
2121,810,17,5.8,"It was okay, nothing special.",2023-07-16,169,neutral
2122,125,42,6.8,Worth a watch on a lazy evening.,2024-05-31,98,neutral
2123,370,38,8.8,Couldn't stop watching.,2023-11-15,132,positive
2124,117,41,8.9,Best film this year.,2023-11-26,72,positive
2125,533,9,7.4,Emotional and thought-provoking.,2025-01-14,88,positive
2126,619,6,1.5,Overhyped and underdelivered.,2024-08-24,67,negative
2127,114,47,7.9,Emotional and thought-provoking.,2024-04-01,120,positive
2128,165,38,8.6,Best film this year.,2023-11-14,11,positive
2129,752,8,2.8,Overhyped and underdelivered.,2023-01-02,142,negative
2130,182,13,8.8,Stunning visuals and gripping story.,2023-04-23,120,positive
2131,665,10,9.6,Incredible performances all around.,2024-11-30,169,positive
2132,529,17,6.8,Decent but forgettable.,2024-03-28,30,neutral
2133,655,33,5.5,"Some good moments, some slow parts.",2024-09-18,23,neutral
2134,1000,12,4.5,Comedy that wasn't funny at all.,2024-08-01,95,negative
2135,119,11,9.5,Stunning visuals and gripping story.,2023-11-10,192,positive
2136,935,41,4.2,Not worth the subscription fee.,2024-03-09,192,negative
2137,744,48,8.0,A masterpiece of modern cinema.,2024-05-30,55,positive
2138,803,31,8.4,Emotional and thought-provoking.,2023-06-17,49,positive
2139,885,30,6.3,Decent but forgettable.,2024-01-07,5,neutral
2140,386,33,9.2,Incredible performances all around.,2023-01-08,56,positive
2141,878,24,9.3,A masterpiece of modern cinema.,2024-09-23,161,positive
2142,675,29,3.5,Not worth the subscription fee.,2023-03-26,159,negative
2143,813,44,3.5,Overhyped and underdelivered.,2023-09-28,95,negative
2144,154,17,8.1,Couldn't stop watching.,2024-04-22,44,positive
2145,239,49,7.2,Couldn't stop watching.,2024-11-13,159,positive
2146,526,34,4.1,Not worth the subscription fee.,2023-06-10,43,negative
2147,615,10,6.0,"It was okay, nothing special.",2023-07-06,93,neutral
2148,646,38,5.6,"Some good moments, some slow parts.",2023-11-18,72,neutral
2149,140,11,5.6,Worth a watch on a lazy evening.,2023-07-02,200,neutral
2150,890,37,8.8,Emotional and thought-provoking.,2024-12-06,174,positive
2151,577,26,7.7,Best film this year.,2024-11-23,175,positive
2152,242,30,8.9,Emotional and thought-provoking.,2023-08-09,37,positive
2153,212,4,7.2,Absolutely loved it!,2024-09-15,188,positive
2154,363,23,2.9,"Too predictable, fell asleep halfway.",2023-07-13,33,negative
2155,610,24,5.2,Worth a watch on a lazy evening.,2023-05-10,18,neutral
2156,897,23,6.3,Worth a watch on a lazy evening.,2023-10-04,142,neutral
2157,757,25,7.8,Stunning visuals and gripping story.,2023-02-22,60,positive
2158,659,2,8.2,A masterpiece of modern cinema.,2024-06-12,109,positive
2159,684,46,8.2,Couldn't stop watching.,2024-04-10,29,positive
2160,698,30,8.5,Absolutely loved it!,2023-12-08,57,positive
2161,991,49,8.9,Stunning visuals and gripping story.,2023-12-06,139,positive
2162,334,12,8.5,Stunning visuals and gripping story.,2024-02-04,187,positive
2163,127,29,7.8,Stunning visuals and gripping story.,2023-03-01,2,positive
2164,252,19,9.3,A masterpiece of modern cinema.,2024-07-28,142,positive
2165,177,34,9.5,Best film this year.,2023-04-01,122,positive
2166,89,38,9.0,Emotional and thought-provoking.,2024-08-02,113,positive
2167,265,22,9.9,Absolutely loved it!,2024-09-10,122,positive
2168,51,28,9.0,Best film this year.,2023-02-21,177,positive
2169,485,43,3.6,Overhyped and underdelivered.,2023-11-25,58,negative
2170,820,19,1.4,Not worth the subscription fee.,2023-12-03,160,negative
2171,343,12,5.5,"It was okay, nothing special.",2025-03-21,35,neutral
2172,971,29,9.0,Incredible performances all around.,2023-02-25,29,positive
2173,371,36,7.7,Absolutely loved it!,2024-06-10,166,positive
2174,916,15,7.6,Absolutely loved it!,2025-02-25,111,positive
2175,653,40,9.1,A masterpiece of modern cinema.,2023-05-07,90,positive
2176,824,9,9.3,A masterpiece of modern cinema.,2023-07-30,67,positive
2177,336,4,6.1,Worth a watch on a lazy evening.,2023-01-30,175,neutral
2178,817,31,6.8,Decent but forgettable.,2024-05-14,196,neutral
2179,393,25,5.0,"It was okay, nothing special.",2024-01-29,195,neutral
2180,11,28,8.0,Absolutely loved it!,2024-12-29,107,positive
2181,297,2,7.3,Incredible performances all around.,2023-07-02,141,positive
2182,748,18,9.1,Absolutely loved it!,2024-11-06,75,positive
2183,743,18,8.9,Best film this year.,2023-07-26,132,positive
2184,579,49,5.6,"It was okay, nothing special.",2024-04-10,48,neutral
2185,757,10,2.7,Not worth the subscription fee.,2024-11-16,91,negative
2186,161,10,9.1,Absolutely loved it!,2023-09-12,66,positive
2187,81,19,4.3,Disappointing compared to the trailer.,2023-05-22,106,negative
2188,750,36,9.6,Stunning visuals and gripping story.,2024-01-14,138,positive
2189,713,15,8.9,Stunning visuals and gripping story.,2023-09-03,137,positive
2190,210,47,6.2,"Some good moments, some slow parts.",2024-02-22,6,neutral
2191,734,27,5.0,Not worth the subscription fee.,2023-11-29,193,negative
2192,416,33,5.5,"It was okay, nothing special.",2024-09-13,55,neutral
2193,900,6,6.0,Worth a watch on a lazy evening.,2023-12-05,144,neutral
2194,107,12,2.0,Overhyped and underdelivered.,2023-09-16,65,negative
2195,839,42,6.2,Decent but forgettable.,2023-01-06,118,neutral
2196,668,45,8.0,A masterpiece of modern cinema.,2025-04-30,128,positive
2197,269,17,9.2,Emotional and thought-provoking.,2025-04-04,43,positive
2198,829,49,8.4,Stunning visuals and gripping story.,2023-04-28,200,positive
2199,318,42,8.0,Emotional and thought-provoking.,2023-02-02,167,positive
2200,692,10,7.0,Absolutely loved it!,2023-03-20,129,positive
2201,256,29,8.8,Absolutely loved it!,2023-02-02,130,positive
2202,75,35,3.2,Overhyped and underdelivered.,2024-10-25,193,negative
2203,225,31,7.3,Absolutely loved it!,2023-10-19,117,positive
2204,4,33,5.5,"Some good moments, some slow parts.",2023-09-19,80,neutral
2205,878,15,6.7,Decent but forgettable.,2023-12-24,103,neutral
2206,482,9,9.5,Emotional and thought-provoking.,2023-03-07,144,positive
2207,697,22,9.6,Absolutely loved it!,2024-08-04,69,positive
2208,371,47,6.6,Worth a watch on a lazy evening.,2023-12-29,193,neutral
2209,538,41,1.3,Not worth the subscription fee.,2024-01-01,22,negative
2210,308,28,9.6,Absolutely loved it!,2023-01-01,1,positive
2211,546,33,8.6,Stunning visuals and gripping story.,2024-10-19,107,positive
2212,306,48,5.6,Worth a watch on a lazy evening.,2024-03-31,42,neutral
2213,164,12,8.0,Stunning visuals and gripping story.,2025-03-18,148,positive
2214,988,47,5.2,"Some good moments, some slow parts.",2024-07-31,59,neutral
2215,364,19,7.2,Absolutely loved it!,2025-01-08,126,positive
2216,206,10,9.6,Emotional and thought-provoking.,2023-03-15,151,positive
2217,692,39,1.9,"Too predictable, fell asleep halfway.",2024-04-07,63,negative
2218,91,7,7.5,A masterpiece of modern cinema.,2023-11-23,176,positive
2219,831,13,4.9,Not worth the subscription fee.,2024-08-17,56,negative
2220,214,22,2.3,Overhyped and underdelivered.,2023-12-22,170,negative
2221,70,41,7.8,Emotional and thought-provoking.,2023-01-21,126,positive
2222,272,28,2.9,Weak plot and flat characters.,2024-08-24,117,negative
2223,792,40,6.9,"It was okay, nothing special.",2023-04-17,134,neutral
2224,992,33,9.3,Emotional and thought-provoking.,2025-02-07,12,positive
2225,450,25,4.1,Disappointing compared to the trailer.,2023-11-28,170,negative
2226,786,37,4.6,Comedy that wasn't funny at all.,2024-11-05,162,negative
2227,704,44,9.3,Best film this year.,2023-05-28,94,positive
2228,229,45,8.4,Couldn't stop watching.,2025-01-03,104,positive
2229,490,46,9.5,Best film this year.,2024-08-24,100,positive
2230,392,2,4.7,Disappointing compared to the trailer.,2023-06-30,140,negative
2231,650,31,9.3,Stunning visuals and gripping story.,2023-05-11,53,positive
2232,564,2,7.4,Incredible performances all around.,2023-04-29,103,positive
2233,873,48,4.6,"Too predictable, fell asleep halfway.",2023-07-04,154,negative
2234,394,44,3.1,Overhyped and underdelivered.,2023-07-05,122,negative
2235,235,17,8.7,Absolutely loved it!,2024-10-31,67,positive
2236,175,26,9.2,Best film this year.,2023-10-25,100,positive
2237,844,1,8.9,Emotional and thought-provoking.,2024-02-17,129,positive
2238,540,37,8.5,Couldn't stop watching.,2024-09-15,200,positive
2239,895,16,1.3,Disappointing compared to the trailer.,2024-11-18,189,negative
2240,235,13,4.7,Not worth the subscription fee.,2023-05-10,24,negative
2241,490,39,7.6,Emotional and thought-provoking.,2024-06-28,199,positive
2242,355,27,8.1,Absolutely loved it!,2023-10-18,79,positive
2243,425,11,9.6,Best film this year.,2024-12-02,196,positive
2244,776,42,9.7,Stunning visuals and gripping story.,2023-08-09,23,positive
2245,435,47,6.4,Worth a watch on a lazy evening.,2025-02-25,192,neutral
2246,295,7,7.2,Incredible performances all around.,2023-08-13,112,positive
2247,601,2,9.5,Stunning visuals and gripping story.,2023-09-30,32,positive
2248,120,9,5.1,Worth a watch on a lazy evening.,2023-01-22,95,neutral
2249,894,44,5.1,"Some good moments, some slow parts.",2024-03-04,151,neutral
2250,948,1,9.2,Emotional and thought-provoking.,2024-08-18,24,positive
2251,643,32,9.6,Couldn't stop watching.,2023-01-12,112,positive
2252,830,10,9.9,Stunning visuals and gripping story.,2023-12-04,60,positive
2253,19,49,9.1,A masterpiece of modern cinema.,2024-04-18,37,positive
2254,156,25,5.8,Worth a watch on a lazy evening.,2024-03-31,57,neutral
2255,286,40,9.6,Emotional and thought-provoking.,2025-03-16,111,positive
2256,998,4,8.0,Absolutely loved it!,2023-02-15,135,positive
2257,381,36,7.8,Absolutely loved it!,2024-12-29,74,positive
2258,707,25,8.3,Stunning visuals and gripping story.,2025-03-17,149,positive
2259,173,8,7.2,Couldn't stop watching.,2023-11-24,36,positive
2260,416,6,8.5,Stunning visuals and gripping story.,2023-03-03,170,positive
2261,600,28,9.6,Emotional and thought-provoking.,2025-02-03,121,positive
2262,144,2,4.1,Not worth the subscription fee.,2024-07-08,166,negative
2263,898,21,2.9,Weak plot and flat characters.,2023-08-13,34,negative
2264,682,21,9.1,Emotional and thought-provoking.,2024-02-22,53,positive
2265,260,36,1.9,Disappointing compared to the trailer.,2023-11-07,174,negative
2266,992,16,4.5,Not worth the subscription fee.,2024-10-19,100,negative
2267,581,8,2.0,Overhyped and underdelivered.,2024-10-20,186,negative
2268,617,44,8.0,A masterpiece of modern cinema.,2023-03-24,137,positive
2269,512,45,9.8,Absolutely loved it!,2023-10-15,109,positive
2270,388,6,7.2,Stunning visuals and gripping story.,2024-12-03,179,positive
2271,67,37,8.5,Absolutely loved it!,2025-03-22,96,positive
2272,94,34,6.4,Worth a watch on a lazy evening.,2023-11-29,49,neutral
2273,439,25,5.6,"It was okay, nothing special.",2024-11-17,19,neutral
2274,567,5,6.1,"It was okay, nothing special.",2023-08-21,118,neutral
2275,309,49,5.8,"It was okay, nothing special.",2023-07-01,86,neutral
2276,68,19,9.0,A masterpiece of modern cinema.,2025-01-03,99,positive
2277,897,7,4.7,Comedy that wasn't funny at all.,2024-11-23,20,negative
2278,134,20,9.4,Incredible performances all around.,2023-03-10,39,positive
2279,83,42,6.2,Decent but forgettable.,2024-07-13,116,neutral
2280,212,2,8.2,A masterpiece of modern cinema.,2023-08-29,166,positive
2281,164,33,8.8,Emotional and thought-provoking.,2024-01-03,118,positive
2282,233,30,5.9,Worth a watch on a lazy evening.,2025-01-29,190,neutral
2283,707,41,3.6,Disappointing compared to the trailer.,2024-07-17,151,negative
2284,878,20,5.1,Decent but forgettable.,2025-03-02,86,neutral
2285,624,18,5.4,Worth a watch on a lazy evening.,2023-09-26,149,neutral
2286,307,45,9.9,Absolutely loved it!,2024-08-30,131,positive
2287,886,17,5.7,Decent but forgettable.,2025-04-22,95,neutral
2288,332,19,3.5,Not worth the subscription fee.,2025-04-08,32,negative
2289,174,33,9.6,Absolutely loved it!,2023-09-23,23,positive
2290,915,16,6.5,Decent but forgettable.,2023-12-26,80,neutral
2291,541,28,1.9,Overhyped and underdelivered.,2023-07-14,167,negative
2292,219,1,7.3,Emotional and thought-provoking.,2023-08-21,27,positive
2293,80,8,3.8,"Too predictable, fell asleep halfway.",2023-05-24,52,negative
2294,714,27,6.4,"It was okay, nothing special.",2024-06-07,46,neutral
2295,761,8,4.0,Not worth the subscription fee.,2025-01-13,161,negative
2296,181,48,1.3,Disappointing compared to the trailer.,2023-03-20,26,negative
2297,529,38,8.7,Incredible performances all around.,2024-11-09,187,positive
2298,51,33,8.7,Incredible performances all around.,2023-07-31,11,positive
2299,616,42,5.4,"It was okay, nothing special.",2024-10-07,165,neutral
2300,622,36,4.2,Disappointing compared to the trailer.,2023-06-15,4,negative
2301,880,49,6.0,Worth a watch on a lazy evening.,2024-11-03,169,neutral
2302,750,33,6.1,"Some good moments, some slow parts.",2023-08-30,52,neutral
2303,783,21,3.6,Comedy that wasn't funny at all.,2024-03-07,45,negative
2304,556,16,2.5,Overhyped and underdelivered.,2024-07-28,2,negative
2305,372,35,6.5,Worth a watch on a lazy evening.,2024-11-05,151,neutral
2306,447,33,8.2,Stunning visuals and gripping story.,2024-08-05,13,positive
2307,183,18,7.8,Incredible performances all around.,2023-07-24,167,positive
2308,353,37,10.0,Emotional and thought-provoking.,2024-01-26,69,positive
2309,527,18,9.2,A masterpiece of modern cinema.,2024-08-20,47,positive
2310,703,31,7.4,Absolutely loved it!,2025-04-06,124,positive
2311,930,24,7.4,A masterpiece of modern cinema.,2023-06-06,163,positive
2312,270,36,7.1,Best film this year.,2024-04-19,99,positive
2313,554,37,9.5,Incredible performances all around.,2025-04-24,102,positive
2314,195,42,6.5,"Some good moments, some slow parts.",2024-09-29,100,neutral
2315,366,49,8.2,Couldn't stop watching.,2025-01-07,27,positive
2316,280,4,6.7,"Some good moments, some slow parts.",2023-12-15,70,neutral
2317,333,16,8.7,A masterpiece of modern cinema.,2023-07-12,166,positive
2318,774,12,1.8,Not worth the subscription fee.,2023-12-19,174,negative
2319,456,4,7.2,Stunning visuals and gripping story.,2024-01-03,151,positive
2320,387,27,4.8,Not worth the subscription fee.,2023-11-10,168,negative
2321,435,25,9.0,Couldn't stop watching.,2023-03-02,134,positive
2322,711,39,3.8,"Too predictable, fell asleep halfway.",2023-05-06,12,negative
2323,495,3,7.3,A masterpiece of modern cinema.,2023-01-15,45,positive
2324,171,43,8.9,A masterpiece of modern cinema.,2024-08-26,106,positive
2325,12,25,3.1,Not worth the subscription fee.,2023-06-27,45,negative
2326,910,49,9.4,Best film this year.,2023-01-24,152,positive
2327,688,20,8.3,A masterpiece of modern cinema.,2025-01-22,69,positive
2328,547,33,5.6,Worth a watch on a lazy evening.,2025-01-07,195,neutral
2329,68,35,7.9,Stunning visuals and gripping story.,2025-02-04,80,positive
2330,452,26,7.4,Emotional and thought-provoking.,2023-08-07,111,positive
2331,613,45,6.3,Worth a watch on a lazy evening.,2023-08-28,165,neutral
2332,806,4,8.1,Couldn't stop watching.,2024-12-17,195,positive
2333,36,30,8.3,A masterpiece of modern cinema.,2023-09-14,55,positive
2334,200,20,3.3,Overhyped and underdelivered.,2024-04-12,13,negative
2335,329,22,7.1,Emotional and thought-provoking.,2024-11-19,51,positive
2336,212,13,4.8,Not worth the subscription fee.,2023-08-21,191,negative
2337,92,31,7.0,Worth a watch on a lazy evening.,2024-12-17,73,neutral
2338,638,28,5.2,"Some good moments, some slow parts.",2023-08-29,190,neutral
2339,264,2,5.8,"It was okay, nothing special.",2025-04-26,173,neutral
2340,50,8,8.6,Best film this year.,2023-06-05,97,positive
2341,213,11,7.3,Stunning visuals and gripping story.,2024-12-20,133,positive
2342,869,46,5.7,Worth a watch on a lazy evening.,2024-06-10,176,neutral
2343,562,19,9.9,Best film this year.,2023-10-25,34,positive
2344,19,48,5.2,Worth a watch on a lazy evening.,2024-02-06,130,neutral
2345,178,31,7.7,Best film this year.,2023-02-17,20,positive
2346,800,33,7.8,Stunning visuals and gripping story.,2025-04-09,183,positive
2347,451,47,8.6,Absolutely loved it!,2025-04-21,128,positive
2348,706,9,8.9,A masterpiece of modern cinema.,2025-02-05,26,positive
2349,794,13,3.4,Comedy that wasn't funny at all.,2023-06-23,189,negative
