perf_id,city,state,country,movie_id,month,year,views,revenue_usd,avg_engagement_score,avg_watch_time_min
787,Toronto,ON,Canada,42,7,2025,3492,38473.48,7.19,76.5
788,Sydney,NSW,Australia,45,3,2024,5447,43600.41,7.07,87.6
789,Sydney,NSW,Australia,45,2,2024,1933,15408.25,6.08,108.9
790,Sydney,NSW,Australia,45,11,2024,5903,50144.98,6.42,72.6
791,Sydney,NSW,Australia,45,4,2024,6809,36669.54,6.2,112.9
792,Sydney,NSW,Australia,45,8,2024,5329,49996.91,7.62,94.0
793,Sydney,NSW,Australia,45,12,2024,659,7834.58,6.15,66.4
794,Sydney,NSW,Australia,45,9,2025,1280,10887.79,8.4,109.8
795,Sydney,NSW,Australia,45,1,2025,5678,41037.67,8.33,75.4
796,Sydney,NSW,Australia,45,2,2025,983,7438.22,6.42,106.5
797,Sydney,NSW,Australia,45,3,2025,7006,60890.73,7.45,96.4
798,Sydney,NSW,Australia,10,8,2024,2362,12453.59,8.0,68.6
799,Sydney,NSW,Australia,10,5,2024,1741,18605.01,7.32,108.4
800,Sydney,NSW,Australia,10,1,2024,7787,33777.16,8.12,99.9
801,Sydney,NSW,Australia,10,4,2024,7010,42692.11,8.13,67.0
802,Sydney,NSW,Australia,10,6,2025,3654,21029.22,6.51,71.2
803,Sydney,NSW,Australia,10,2,2025,2437,14296.09,8.44,95.2
804,Sydney,NSW,Australia,10,12,2025,7279,71873.48,7.42,100.0
805,Sydney,NSW,Australia,13,4,2024,2176,14098.09,7.99,73.5
806,Sydney,NSW,Australia,13,12,2024,5199,49966.37,7.44,69.7
807,Sydney,NSW,Australia,13,1,2024,5920,62709.53,7.87,76.2
808,Sydney,NSW,Australia,13,7,2025,3853,24470.35,7.75,108.9
809,Sydney,NSW,Australia,13,6,2025,6678,49222.11,6.9,94.6
810,Sydney,NSW,Australia,13,1,2025,556,3090.72,6.54,107.6
811,Sydney,NSW,Australia,13,5,2025,2791,13944.96,6.79,82.1
812,Sydney,NSW,Australia,13,9,2025,3014,23351.78,6.61,89.0
813,Sydney,NSW,Australia,17,5,2024,2115,18339.96,6.39,94.9
814,Sydney,NSW,Australia,17,11,2024,3606,39179.93,6.14,73.6
815,Sydney,NSW,Australia,17,4,2024,5806,60128.89,7.06,72.7
816,Sydney,NSW,Australia,17,3,2024,6908,28132.57,7.14,103.1
817,Sydney,NSW,Australia,17,8,2024,4381,44256.45,7.43,66.3
818,Sydney,NSW,Australia,17,2,2024,5074,27971.7,6.7,88.1
819,Sydney,NSW,Australia,17,5,2025,5317,56775.53,6.11,87.1
820,Sydney,NSW,Australia,17,2,2025,1832,16231.0,7.21,70.0
821,Sydney,NSW,Australia,17,8,2025,4438,21717.21,7.72,85.9
822,Sydney,NSW,Australia,17,12,2025,1688,16515.69,6.14,105.4
823,Sydney,NSW,Australia,7,4,2024,7114,56387.6,8.03,113.9
824,Sydney,NSW,Australia,7,8,2024,1585,6900.33,6.91,93.0
825,Sydney,NSW,Australia,7,6,2024,4045,32464.67,6.85,89.2
826,Sydney,NSW,Australia,7,2,2024,4143,35505.24,6.19,108.9
827,Sydney,NSW,Australia,7,11,2024,7204,67150.32,7.19,107.9
828,Sydney,NSW,Australia,7,6,2025,6901,54126.81,7.17,86.5
829,Sydney,NSW,Australia,7,4,2025,3610,32229.31,8.14,101.2
830,Sydney,NSW,Australia,7,2,2025,3375,34699.21,6.21,68.0
831,Sydney,NSW,Australia,7,7,2025,6986,58737.76,8.32,72.4
832,Sydney,NSW,Australia,7,3,2025,4061,30986.91,6.37,77.0
833,Sydney,NSW,Australia,7,12,2025,3828,39854.45,8.36,93.0
834,Sydney,NSW,Australia,46,3,2024,3012,28748.04,7.02,105.6
835,Sydney,NSW,Australia,46,9,2024,3096,33558.3,6.68,108.1
836,Sydney,NSW,Australia,46,10,2024,7115,72159.12,7.83,80.9
837,Sydney,NSW,Australia,46,9,2025,1264,9507.68,8.43,94.6
838,Sydney,NSW,Australia,46,4,2025,3457,22305.5,7.6,110.0
839,Sydney,NSW,Australia,46,10,2025,6278,73876.7,7.52,87.0
840,Sydney,NSW,Australia,46,12,2025,2257,18176.04,8.49,81.1
841,Sydney,NSW,Australia,46,3,2025,5795,33392.81,8.42,85.6
842,Sydney,NSW,Australia,48,5,2024,6740,53073.31,7.97,65.6
843,Sydney,NSW,Australia,48,10,2024,5061,39429.78,7.26,110.4
844,Sydney,NSW,Australia,48,4,2024,7864,58487.31,8.46,92.4
845,Sydney,NSW,Australia,48,8,2024,2164,25294.71,7.28,112.1
846,Sydney,NSW,Australia,48,12,2024,2715,12994.0,8.1,94.0
847,Sydney,NSW,Australia,48,12,2025,6252,62273.51,8.12,106.8
848,Sydney,NSW,Australia,48,6,2025,7805,68069.58,7.4,92.8
849,Sydney,NSW,Australia,48,8,2025,3760,36611.97,7.89,81.8
850,Sydney,NSW,Australia,38,9,2024,6351,38548.8,7.01,105.3
851,Sydney,NSW,Australia,38,7,2024,7168,60159.51,7.4,93.7
852,Sydney,NSW,Australia,38,3,2024,2180,23811.4,7.78,105.0
853,Sydney,NSW,Australia,38,7,2025,5654,30144.3,7.59,99.5
854,Sydney,NSW,Australia,38,2,2025,7627,44902.94,6.28,67.3
855,Sydney,NSW,Australia,38,8,2025,907,4288.22,6.05,103.4
856,Sydney,NSW,Australia,38,10,2025,2780,12847.89,6.79,103.0
857,Sydney,NSW,Australia,38,3,2025,1609,10260.42,6.71,112.1
858,Sydney,NSW,Australia,38,1,2025,500,2107.36,8.47,66.6
859,Sydney,NSW,Australia,14,3,2024,1731,10032.48,8.03,82.6
860,Sydney,NSW,Australia,14,12,2024,7805,90200.97,7.47,97.9
861,Sydney,NSW,Australia,14,5,2024,661,5490.54,6.8,93.1
862,Sydney,NSW,Australia,14,8,2024,7134,31870.67,6.5,84.9
863,Sydney,NSW,Australia,14,11,2024,5155,48732.63,7.51,79.3
864,Sydney,NSW,Australia,14,9,2024,2142,14231.36,7.45,81.8
865,Sydney,NSW,Australia,14,5,2025,5978,68494.37,7.33,87.4
866,Sydney,NSW,Australia,14,3,2025,3539,27233.42,8.46,65.2
867,Sydney,NSW,Australia,14,11,2025,1459,15232.7,8.06,112.5
868,Sydney,NSW,Australia,14,7,2025,533,5709.37,7.26,110.4
869,Sydney,NSW,Australia,14,1,2025,4245,47766.38,7.5,94.0
870,Sydney,NSW,Australia,14,9,2025,5758,27046.92,6.11,83.6
871,Sydney,NSW,Australia,37,9,2024,4649,44697.65,8.11,109.4
872,Sydney,NSW,Australia,37,12,2024,6787,68136.38,7.87,98.0
873,Sydney,NSW,Australia,37,11,2024,2028,10768.55,8.38,105.3
874,Sydney,NSW,Australia,37,3,2024,4653,42582.86,8.26,78.8
875,Sydney,NSW,Australia,37,6,2024,4020,27013.43,7.29,103.4
876,Sydney,NSW,Australia,37,6,2025,4906,32532.7,6.85,71.9
877,Sydney,NSW,Australia,37,8,2025,4312,21786.83,6.66,84.6
878,Sydney,NSW,Australia,37,4,2025,4392,40208.32,7.17,108.6
879,Sydney,NSW,Australia,37,2,2025,1923,10587.07,6.48,109.2
880,Sydney,NSW,Australia,37,10,2025,3602,30321.14,7.4,100.0
881,Sydney,NSW,Australia,37,9,2025,4844,21776.42,7.83,100.3
882,Sydney,NSW,Australia,49,1,2024,7928,88973.08,6.13,71.6
883,Sydney,NSW,Australia,49,8,2024,1231,9490.57,7.83,97.0
884,Sydney,NSW,Australia,49,10,2024,4917,52216.48,6.97,72.2
885,Sydney,NSW,Australia,49,5,2024,4244,37015.17,7.79,105.6
886,Sydney,NSW,Australia,49,11,2024,5107,49932.42,6.63,71.2
887,Sydney,NSW,Australia,49,2,2024,1857,8113.41,6.72,97.8
888,Sydney,NSW,Australia,49,11,2025,4843,31930.54,7.49,66.0
889,Sydney,NSW,Australia,49,1,2025,1454,10095.68,6.26,81.3
890,Sydney,NSW,Australia,49,5,2025,2550,11674.87,6.31,106.7
891,Sydney,NSW,Australia,49,4,2025,7657,41457.49,8.48,103.6
892,Sydney,NSW,Australia,49,7,2025,5548,32961.19,8.08,80.3
893,Sydney,NSW,Australia,49,9,2025,6088,61204.0,7.87,98.8
894,Sydney,NSW,Australia,6,6,2024,4148,47433.53,7.34,111.8
895,Sydney,NSW,Australia,6,11,2024,4945,26366.58,8.01,66.8
896,Sydney,NSW,Australia,6,10,2024,4431,47727.84,7.78,111.1
897,Sydney,NSW,Australia,6,9,2024,1755,14758.72,8.17,99.5
898,Sydney,NSW,Australia,6,7,2024,6688,64893.83,7.67,90.4
899,Sydney,NSW,Australia,6,1,2024,4370,20535.39,7.97,67.6
900,Sydney,NSW,Australia,6,11,2025,879,8141.72,8.17,108.0
901,Sydney,NSW,Australia,6,12,2025,3184,30137.72,6.2,87.5
902,Sydney,NSW,Australia,6,5,2025,808,6294.04,6.0,85.6
903,Sydney,NSW,Australia,40,3,2024,4933,45640.41,6.48,69.0
904,Sydney,NSW,Australia,40,5,2024,3035,35847.13,6.93,80.5
905,Sydney,NSW,Australia,40,9,2024,2411,23233.06,6.53,108.1
906,Sydney,NSW,Australia,40,4,2024,5370,35561.11,7.8,94.4
907,Sydney,NSW,Australia,40,11,2024,1747,7167.17,8.36,76.3
908,Sydney,NSW,Australia,40,10,2025,4823,30334.66,8.24,109.1
909,Sydney,NSW,Australia,40,9,2025,605,5982.02,7.75,82.9
910,Sydney,NSW,Australia,40,7,2025,5944,63155.61,6.34,92.2
911,Sydney,NSW,Australia,40,5,2025,1857,14570.97,6.75,96.8
912,Sydney,NSW,Australia,40,12,2025,7792,45138.72,6.47,108.7
913,Sydney,NSW,Australia,27,6,2024,5782,27585.53,6.82,103.1
914,Sydney,NSW,Australia,27,10,2024,6294,26787.63,8.23,91.1
915,Sydney,NSW,Australia,27,11,2024,7732,77454.13,8.19,67.6
916,Sydney,NSW,Australia,27,12,2024,6724,47898.07,7.7,94.9
917,Sydney,NSW,Australia,27,12,2025,7270,35356.79,7.66,102.7
918,Sydney,NSW,Australia,27,2,2025,7473,84114.41,7.09,108.9
919,Sydney,NSW,Australia,27,10,2025,7290,79936.58,7.31,67.3
920,Sydney,NSW,Australia,27,11,2025,3352,23899.34,6.93,70.8
921,Sydney,NSW,Australia,27,3,2025,5364,49613.81,7.77,97.6
922,Sydney,NSW,Australia,27,1,2025,6537,78399.43,6.58,105.6
923,Sydney,NSW,Australia,33,1,2024,1656,6814.96,6.43,108.6
924,Sydney,NSW,Australia,33,10,2024,6941,31455.98,6.82,73.1
925,Sydney,NSW,Australia,33,8,2024,5387,45808.27,7.68,89.0
926,Sydney,NSW,Australia,33,12,2024,3357,23181.42,8.29,77.5
927,Sydney,NSW,Australia,33,5,2024,6000,49625.29,6.15,75.5
928,Sydney,NSW,Australia,33,11,2024,5592,48860.56,8.26,107.2
929,Sydney,NSW,Australia,33,8,2025,6216,67505.44,8.39,66.0
930,Sydney,NSW,Australia,33,3,2025,3831,26410.36,7.57,108.9
931,Sydney,NSW,Australia,33,6,2025,544,2235.75,7.46,66.9
932,Sydney,NSW,Australia,33,2,2025,5550,22368.44,6.76,96.4
933,Sydney,NSW,Australia,33,11,2025,4945,23103.12,6.76,75.7
934,Melbourne,VIC,Australia,17,2,2024,5809,31660.71,8.11,65.3
935,Melbourne,VIC,Australia,17,3,2024,1340,5845.1,7.23,110.9
936,Melbourne,VIC,Australia,17,8,2024,6102,24860.19,8.07,99.4
937,Melbourne,VIC,Australia,17,12,2025,4954,56571.04,7.15,83.7
938,Melbourne,VIC,Australia,17,6,2025,1798,8549.21,7.44,67.8
939,Melbourne,VIC,Australia,17,7,2025,3788,33261.6,6.34,68.3
940,Melbourne,VIC,Australia,17,9,2025,5416,42491.68,8.21,67.1
941,Melbourne,VIC,Australia,8,3,2024,5035,54080.24,8.38,65.3
942,Melbourne,VIC,Australia,8,4,2024,2083,8879.49,7.7,104.9
943,Melbourne,VIC,Australia,8,9,2024,1195,5227.11,8.12,87.4
944,Melbourne,VIC,Australia,8,8,2024,2850,17079.62,6.11,97.5
945,Melbourne,VIC,Australia,8,7,2025,714,5195.92,6.48,108.0
946,Melbourne,VIC,Australia,8,1,2025,2576,14915.43,6.65,87.5
947,Melbourne,VIC,Australia,8,12,2025,3025,34698.69,8.11,82.3
948,Melbourne,VIC,Australia,21,9,2024,852,9252.08,7.11,79.1
949,Melbourne,VIC,Australia,21,3,2024,1994,17898.9,8.45,94.1
950,Melbourne,VIC,Australia,21,8,2024,5289,39218.79,7.29,104.4
951,Melbourne,VIC,Australia,21,4,2024,1575,10544.96,8.14,98.1
952,Melbourne,VIC,Australia,21,5,2024,755,3865.73,6.95,71.6
953,Melbourne,VIC,Australia,21,12,2024,3683,21690.13,6.02,81.9
954,Melbourne,VIC,Australia,21,4,2025,5368,56645.44,8.48,105.0
955,Melbourne,VIC,Australia,21,12,2025,7692,86893.59,7.05,97.6
956,Melbourne,VIC,Australia,21,10,2025,4433,45412.92,7.77,110.0
957,Melbourne,VIC,Australia,21,2,2025,1629,9834.61,7.39,110.7
958,Melbourne,VIC,Australia,7,9,2024,6964,82850.72,6.48,105.1
959,Melbourne,VIC,Australia,7,3,2024,7932,67730.47,7.15,99.9
960,Melbourne,VIC,Australia,7,4,2024,1276,5738.17,6.34,96.5
961,Melbourne,VIC,Australia,7,2,2024,6360,35231.11,6.87,82.6
962,Melbourne,VIC,Australia,7,5,2025,3033,24048.4,7.57,102.1
963,Melbourne,VIC,Australia,7,10,2025,2834,13686.38,7.14,111.6
964,Melbourne,VIC,Australia,7,7,2025,2357,27904.38,7.65,95.5
965,Melbourne,VIC,Australia,7,12,2025,1244,13825.75,7.65,70.8
966,Melbourne,VIC,Australia,7,11,2025,4510,45869.21,6.42,80.8
967,Melbourne,VIC,Australia,7,9,2025,5227,39736.47,6.63,96.9
968,Melbourne,VIC,Australia,15,4,2024,3575,41520.45,6.25,79.5
969,Melbourne,VIC,Australia,15,12,2024,3102,19882.7,7.07,101.9
970,Melbourne,VIC,Australia,15,11,2024,3636,33363.22,7.24,69.7
971,Melbourne,VIC,Australia,15,10,2025,6243,35176.3,6.04,77.8
972,Melbourne,VIC,Australia,15,6,2025,1029,6613.15,6.95,103.6
973,Melbourne,VIC,Australia,15,8,2025,1868,16895.41,7.46,66.7
974,Melbourne,VIC,Australia,15,4,2025,3293,15184.99,8.13,78.9
975,Melbourne,VIC,Australia,25,6,2024,2637,28222.13,6.14,89.9
976,Melbourne,VIC,Australia,25,12,2024,736,7315.43,6.21,103.0
977,Melbourne,VIC,Australia,25,3,2024,2534,13590.7,7.03,77.9
978,Melbourne,VIC,Australia,25,7,2024,2354,21241.49,8.28,102.0
979,Melbourne,VIC,Australia,25,4,2024,6247,41482.54,8.38,69.3
980,Melbourne,VIC,Australia,25,10,2024,5274,38449.88,7.06,93.4
981,Melbourne,VIC,Australia,25,5,2025,1582,9635.74,6.85,69.0
982,Melbourne,VIC,Australia,25,10,2025,3782,17456.78,6.27,74.1
983,Melbourne,VIC,Australia,25,9,2025,7659,47628.87,6.28,113.2
984,Melbourne,VIC,Australia,46,2,2024,6461,54923.78,6.04,67.5
985,Melbourne,VIC,Australia,46,12,2024,6023,57618.07,8.09,97.2
986,Melbourne,VIC,Australia,46,9,2024,2095,10297.41,6.24,71.4
987,Melbourne,VIC,Australia,46,6,2024,5259,42817.66,7.39,112.2
988,Melbourne,VIC,Australia,46,7,2024,3923,42308.69,7.59,76.8
989,Melbourne,VIC,Australia,46,11,2024,1337,6198.68,7.86,101.4
990,Melbourne,VIC,Australia,46,5,2025,5210,29363.95,6.34,94.7
991,Melbourne,VIC,Australia,46,7,2025,2073,8934.27,6.09,86.6
992,Melbourne,VIC,Australia,46,2,2025,5858,47823.23,6.87,72.1
993,Melbourne,VIC,Australia,46,10,2025,5099,52572.21,6.57,65.3
994,Melbourne,VIC,Australia,10,7,2024,5033,43600.24,7.04,80.9
995,Melbourne,VIC,Australia,10,4,2024,5814,66544.15,7.66,69.4
996,Melbourne,VIC,Australia,10,5,2024,4079,41027.59,7.7,99.3
997,Melbourne,VIC,Australia,10,9,2024,5685,55883.3,6.2,93.5
998,Melbourne,VIC,Australia,10,2,2024,6178,54269.88,7.37,113.0
999,Melbourne,VIC,Australia,10,2,2025,6590,55595.9,7.57,73.7
1000,Melbourne,VIC,Australia,10,3,2025,4264,50153.44,6.54,105.9
1001,Melbourne,VIC,Australia,10,1,2025,2140,15096.18,7.64,85.7
1002,Melbourne,VIC,Australia,10,4,2025,5713,49705.38,6.93,82.6
1003,Melbourne,VIC,Australia,20,3,2024,1834,20365.41,7.12,65.4
1004,Melbourne,VIC,Australia,20,1,2024,5775,42579.82,6.76,81.1
1005,Melbourne,VIC,Australia,20,10,2024,6601,50163.66,8.23,70.6
1006,Melbourne,VIC,Australia,20,6,2024,3921,36718.1,7.93,107.3
1007,Melbourne,VIC,Australia,20,12,2024,7894,87629.51,8.09,90.2
1008,Melbourne,VIC,Australia,20,9,2025,7014,75757.24,6.89,112.1
1009,Melbourne,VIC,Australia,20,5,2025,5345,33379.8,6.16,70.7
1010,Melbourne,VIC,Australia,20,10,2025,4812,33849.66,8.11,82.3
1011,Melbourne,VIC,Australia,20,2,2025,3405,19620.39,8.11,98.7
1012,Melbourne,VIC,Australia,20,7,2025,5455,44084.84,7.41,103.9
1013,Melbourne,VIC,Australia,3,4,2024,2195,11262.42,7.26,78.5
1014,Melbourne,VIC,Australia,3,1,2024,6310,75009.98,7.45,105.7
1015,Melbourne,VIC,Australia,3,9,2024,568,2569.5,7.5,80.9
1016,Melbourne,VIC,Australia,3,3,2025,2117,22605.11,7.73,73.0
1017,Melbourne,VIC,Australia,3,12,2025,6017,24274.03,8.35,78.8
1018,Melbourne,VIC,Australia,3,2,2025,4611,49770.63,7.16,104.7
1019,Melbourne,VIC,Australia,3,9,2025,2037,18951.66,6.67,96.9
1020,Melbourne,VIC,Australia,3,5,2025,1509,14108.21,6.14,88.2
1021,Melbourne,VIC,Australia,13,10,2024,7919,75743.44,7.23,83.7
1022,Melbourne,VIC,Australia,13,11,2024,4247,35364.11,7.57,68.0
1023,Melbourne,VIC,Australia,13,1,2024,7800,58880.33,6.99,85.8
1024,Melbourne,VIC,Australia,13,3,2024,2916,17486.86,7.51,82.8
1025,Melbourne,VIC,Australia,13,6,2024,3584,31332.87,6.78,114.5
1026,Melbourne,VIC,Australia,13,5,2025,4696,46558.17,7.54,105.5
1027,Melbourne,VIC,Australia,13,3,2025,7630,88710.08,7.52,111.1
1028,Melbourne,VIC,Australia,13,8,2025,6107,46705.06,6.83,109.7
1029,Melbourne,VIC,Australia,13,1,2025,903,6751.58,8.5,82.9
1030,Melbourne,VIC,Australia,13,2,2025,1705,14489.38,6.66,83.0
1031,Melbourne,VIC,Australia,13,6,2025,2329,14595.29,6.08,92.6
1032,Melbourne,VIC,Australia,28,12,2024,7786,72207.06,6.13,67.6
1033,Melbourne,VIC,Australia,28,8,2024,3539,24008.39,6.53,97.3
1034,Melbourne,VIC,Australia,28,4,2024,4350,23919.15,6.5,104.7
1035,Melbourne,VIC,Australia,28,1,2024,3885,41913.35,7.26,84.3
1036,Melbourne,VIC,Australia,28,5,2024,6387,64821.72,8.38,113.5
1037,Melbourne,VIC,Australia,28,7,2024,4936,24065.48,6.67,71.4
1038,Melbourne,VIC,Australia,28,11,2025,7960,66983.55,6.42,86.7
1039,Melbourne,VIC,Australia,28,4,2025,689,5576.36,7.8,89.0
1040,Melbourne,VIC,Australia,28,7,2025,7277,57920.15,8.31,114.3
1041,Melbourne,VIC,Australia,28,1,2025,2130,18636.42,8.35,78.5
1042,Mumbai,,India,27,1,2024,1761,11691.15,7.23,94.9
1043,Mumbai,,India,27,7,2024,3614,18926.52,6.81,93.3
1044,Mumbai,,India,27,11,2024,879,10453.55,7.91,109.6
1045,Mumbai,,India,27,6,2024,6298,65648.84,7.0,84.5
1046,Mumbai,,India,27,7,2025,6002,66760.84,7.58,96.7
1047,Mumbai,,India,27,11,2025,4092,28322.49,8.22,71.9
1048,Mumbai,,India,27,8,2025,7030,63251.37,7.12,88.4
1049,Mumbai,,India,27,2,2025,3637,30863.63,6.95,103.7
1050,Mumbai,,India,27,6,2025,7022,78558.12,8.01,105.6
1051,Mumbai,,India,27,4,2025,1893,19248.95,7.12,109.1
1052,Mumbai,,India,16,8,2024,1076,12644.57,8.44,80.6
1053,Mumbai,,India,16,3,2024,3289,28377.0,7.17,108.9
1054,Mumbai,,India,16,7,2024,7994,48855.5,6.33,96.5
1055,Mumbai,,India,16,6,2024,1986,9287.42,8.06,95.1
1056,Mumbai,,India,16,7,2025,7745,69687.22,8.04,108.8
1057,Mumbai,,India,16,5,2025,4250,26685.68,7.85,107.1
1058,Mumbai,,India,16,4,2025,5905,37162.99,8.49,94.7
1059,Mumbai,,India,18,6,2024,1341,7235.56,7.4,108.3
1060,Mumbai,,India,18,1,2024,3591,33360.18,7.45,111.7
1061,Mumbai,,India,18,4,2024,1931,19155.68,6.26,99.5
1062,Mumbai,,India,18,12,2025,7402,80786.79,7.44,87.4
1063,Mumbai,,India,18,8,2025,2527,24462.6,8.3,67.8
1064,Mumbai,,India,18,2,2025,5059,25915.94,6.49,88.2
1065,Mumbai,,India,18,1,2025,7325,71053.6,7.36,91.2
1066,Mumbai,,India,18,7,2025,7044,38062.52,6.89,102.8
1067,Mumbai,,India,18,4,2025,4049,34837.98,8.25,96.9
1068,Mumbai,,India,12,11,2024,3326,28905.74,6.24,110.8
1069,Mumbai,,India,12,1,2024,7103,62173.99,7.54,111.1
1070,Mumbai,,India,12,5,2024,6539,76087.99,7.04,69.6
1071,Mumbai,,India,12,4,2025,1338,15688.15,7.26,107.4
1072,Mumbai,,India,12,8,2025,1299,9811.77,6.06,107.3
1073,Mumbai,,India,12,1,2025,3348,35971.0,8.16,90.7
1074,Mumbai,,India,33,12,2024,521,4830.16,6.93,75.9
1075,Mumbai,,India,33,2,2024,4600,25889.85,7.75,102.9
1076,Mumbai,,India,33,3,2024,6051,70945.9,7.36,88.2
1077,Mumbai,,India,33,8,2024,5829,57580.54,8.15,70.5
1078,Mumbai,,India,33,11,2024,6677,58370.88,6.97,99.1
1079,Mumbai,,India,33,9,2025,2936,14693.25,7.16,99.8
1080,Mumbai,,India,33,7,2025,5221,39681.52,7.44,102.6
1081,Mumbai,,India,33,12,2025,2536,29931.19,6.49,108.0
1082,Mumbai,,India,43,12,2024,5165,40962.73,6.24,69.2
1083,Mumbai,,India,43,8,2024,7525,39551.54,7.7,75.3
1084,Mumbai,,India,43,9,2024,4877,23782.79,7.09,71.2
1085,Mumbai,,India,43,8,2025,5116,42022.92,7.43,85.1
1086,Mumbai,,India,43,5,2025,2558,29958.12,7.34,85.6
1087,Mumbai,,India,43,12,2025,2529,15578.38,7.39,94.8
1088,Mumbai,,India,43,2,2025,4145,30210.4,6.23,82.6
1089,Mumbai,,India,43,10,2025,3371,38857.19,6.17,69.3
1090,Mumbai,,India,24,11,2024,7334,76036.8,8.09,106.5
1091,Mumbai,,India,24,12,2024,1206,13744.87,6.9,78.9
1092,Mumbai,,India,24,8,2024,2068,18857.24,8.48,102.0
1093,Mumbai,,India,24,4,2024,1649,19418.56,7.48,100.5
1094,Mumbai,,India,24,2,2024,6193,43932.8,6.29,95.2
1095,Mumbai,,India,24,3,2024,7856,52815.13,7.75,99.0
1096,Mumbai,,India,24,12,2025,6730,77739.27,6.01,110.4
1097,Mumbai,,India,24,9,2025,4733,47235.91,8.12,96.1
1098,Mumbai,,India,24,10,2025,7283,74866.89,8.01,107.5
1099,Mumbai,,India,24,2,2025,6250,58253.67,6.82,87.3
1100,Mumbai,,India,24,4,2025,7121,58527.18,6.66,75.5
1101,Mumbai,,India,15,1,2024,7571,54219.66,6.74,89.4
1102,Mumbai,,India,15,11,2024,1533,12561.81,6.59,95.6
1103,Mumbai,,India,15,7,2024,2255,19900.59,7.77,113.2
1104,Mumbai,,India,15,8,2024,4586,37831.78,7.53,89.1
1105,Mumbai,,India,15,3,2025,6181,58948.94,7.6,75.6
1106,Mumbai,,India,15,5,2025,6579,44025.17,7.17,75.1
1107,Mumbai,,India,15,4,2025,6445,67045.28,6.92,77.1
1108,Mumbai,,India,15,8,2025,4324,40264.96,6.25,99.4
1109,Mumbai,,India,15,12,2025,4689,53302.01,7.7,87.2
1110,Mumbai,,India,15,9,2025,2162,21421.75,8.06,112.5
1111,Mumbai,,India,23,11,2024,3235,25815.31,6.35,93.8
1112,Mumbai,,India,23,12,2024,7402,86952.72,6.57,67.2
1113,Mumbai,,India,23,1,2024,6606,67012.82,8.41,87.5
1114,Mumbai,,India,23,9,2024,1564,7748.31,8.06,88.3
1115,Mumbai,,India,23,11,2025,7266,58905.47,7.28,93.4
1116,Mumbai,,India,23,4,2025,7067,54926.29,7.76,70.9
1117,Mumbai,,India,23,5,2025,3479,36461.32,6.58,71.5
1118,Mumbai,,India,23,6,2025,6078,44120.65,8.28,94.9
1119,Mumbai,,India,23,8,2025,7886,62484.48,7.8,90.6
1120,Mumbai,,India,23,7,2025,7824,80104.7,6.57,109.9
1121,Mumbai,,India,31,5,2024,7366,34894.39,8.18,113.1
1122,Mumbai,,India,31,8,2024,4675,49653.18,6.6,76.0
1123,Mumbai,,India,31,2,2024,1162,13659.24,6.39,110.2
1124,Mumbai,,India,31,1,2024,4333,46241.11,7.61,82.0
1125,Mumbai,,India,31,11,2025,2002,12872.71,7.64,90.4
1126,Mumbai,,India,31,7,2025,2157,15570.31,7.22,87.4
1127,Mumbai,,India,31,10,2025,4943,23277.96,7.85,66.9
1128,Mumbai,,India,31,12,2025,4013,19347.03,7.05,96.7
1129,Mumbai,,India,31,9,2025,6179,44988.39,7.22,93.2
1130,Mumbai,,India,31,6,2025,7686,44526.66,8.43,93.1
1131,Mumbai,,India,20,12,2024,2505,17266.81,7.58,92.5
1132,Mumbai,,India,20,5,2024,5981,43771.11,7.63,69.7
1133,Mumbai,,India,20,6,2024,5114,39929.16,7.3,99.8
1134,Mumbai,,India,20,11,2024,723,7283.1,7.29,113.4
1135,Mumbai,,India,20,3,2024,7788,69671.14,6.41,90.3
1136,Mumbai,,India,20,4,2024,5738,28796.14,6.37,97.4
1137,Mumbai,,India,20,10,2025,1716,11568.13,6.27,109.7
1138,Mumbai,,India,20,1,2025,3317,17003.28,6.94,105.3
1139,Mumbai,,India,20,12,2025,6208,43396.13,6.84,90.5
1140,Mumbai,,India,20,5,2025,6101,42250.04,7.25,112.7
1141,Mumbai,,India,20,8,2025,1565,17624.91,8.23,97.9
1142,Mumbai,,India,28,3,2024,1439,14797.64,6.63,105.1
1143,Mumbai,,India,28,4,2024,7896,85715.91,6.63,67.4
1144,Mumbai,,India,28,9,2024,4884,22904.69,7.16,75.1
1145,Mumbai,,India,28,11,2025,529,3133.4,7.47,104.3
1146,Mumbai,,India,28,6,2025,4615,33803.97,7.51,82.0
1147,Mumbai,,India,28,7,2025,7905,71283.65,6.73,98.4
1148,Mumbai,,India,28,9,2025,7809,36240.52,7.18,100.9
1149,Delhi,,India,11,10,2024,5914,50104.58,6.01,103.8
1150,Delhi,,India,11,3,2024,637,3389.94,6.2,66.4
1151,Delhi,,India,11,9,2024,895,8413.71,6.46,113.3
1152,Delhi,,India,11,7,2024,727,5333.1,7.11,110.7
1153,Delhi,,India,11,5,2024,3585,14373.69,6.98,71.7
1154,Delhi,,India,11,2,2025,6511,34550.45,7.32,73.8
1155,Delhi,,India,11,1,2025,3409,23123.79,6.33,74.0
1156,Delhi,,India,11,10,2025,7753,78456.38,6.07,104.1
1157,Delhi,,India,11,4,2025,4596,26345.02,6.18,113.6
1158,Delhi,,India,11,3,2025,5028,30005.32,7.63,91.5
1159,Delhi,,India,31,6,2024,4413,42757.64,7.54,101.5
