activity_id,viewer_id,movie_id,watch_date,watch_year,watch_month,watch_duration_min,completion_pct,device
4998,893,24,2023-03-07,2023,3,84.7,84.7,Tablet
4999,188,18,2023-11-20,2023,11,115.5,91.7,Smart TV
5000,986,16,2024-05-15,2024,5,90.5,92.3,Laptop
5001,689,26,2023-11-18,2023,11,105.4,90.9,Tablet
5002,629,31,2024-02-25,2024,2,54.5,56.8,Tablet
5003,524,19,2024-08-25,2024,8,79.2,67.1,Smart TV
5004,286,37,2023-10-22,2023,10,102.5,80.7,Mobile
5005,23,20,2024-02-21,2024,2,44.4,50.5,Tablet
5006,593,9,2024-08-04,2024,8,85.4,66.7,Tablet
5007,547,22,2023-04-23,2023,4,59.1,47.3,Mobile
5008,888,27,2025-02-23,2025,2,48.7,57.3,Tablet
5009,729,32,2023-07-03,2023,7,106.0,75.7,Smart TV
5010,758,21,2024-12-20,2024,12,35.5,30.6,Tablet
5011,599,14,2023-09-21,2023,9,118.0,79.7,Laptop
5012,888,9,2023-03-16,2023,3,59.0,46.1,Mobile
5013,309,28,2025-03-12,2025,3,105.8,78.4,Mobile
5014,191,10,2025-03-17,2025,3,52.9,51.9,Tablet
5015,473,36,2024-12-07,2024,12,114.9,91.2,Mobile
5016,294,23,2024-05-19,2024,5,91.1,81.3,Tablet
5017,879,9,2024-01-18,2024,1,57.1,44.6,Desktop
5018,299,45,2024-11-02,2024,11,40.8,36.4,Mobile
5019,209,15,2024-10-27,2024,10,87.1,76.4,Smart TV
5020,96,19,2024-04-08,2024,4,87.0,73.7,Smart TV
5021,793,16,2023-07-17,2023,7,66.7,68.1,Smart TV
5022,711,4,2024-08-04,2024,8,88.3,80.3,Laptop
5023,325,5,2025-01-04,2025,1,58.0,59.2,Tablet
5024,13,26,2023-07-21,2023,7,76.6,66.0,Smart TV
5025,688,9,2025-03-13,2025,3,121.6,95.0,Desktop
5026,437,13,2023-01-05,2023,1,80.7,89.7,Smart TV
5027,28,4,2025-01-07,2025,1,87.2,79.3,Laptop
5028,516,18,2023-05-10,2023,5,81.8,64.9,Laptop
5029,792,35,2023-07-28,2023,7,64.2,70.6,Tablet
5030,870,29,2024-11-22,2024,11,83.7,74.7,Mobile
5031,970,33,2023-06-20,2023,6,105.1,91.4,Desktop
5032,620,26,2024-05-25,2024,5,94.3,81.3,Mobile
5033,715,14,2024-01-26,2024,1,39.5,26.7,Laptop
5034,656,44,2023-09-17,2023,9,114.3,76.2,Laptop
5035,913,28,2024-09-05,2024,9,62.5,46.3,Desktop
5036,380,27,2023-10-14,2023,10,63.8,75.0,Mobile
5037,888,13,2023-05-30,2023,5,48.1,53.4,Mobile
5038,930,37,2023-08-09,2023,8,81.4,64.1,Mobile
5039,80,7,2023-12-06,2023,12,76.7,59.0,Mobile
5040,487,23,2025-03-16,2025,3,99.7,89.0,Mobile
5041,554,4,2023-08-10,2023,8,101.6,92.4,Desktop
5042,591,41,2025-02-14,2025,2,96.2,81.5,Mobile
5043,293,17,2024-10-15,2024,10,46.6,38.8,Laptop
5044,63,18,2023-09-05,2023,9,48.1,38.2,Tablet
5045,395,33,2023-12-15,2023,12,45.9,39.9,Smart TV
5046,854,22,2023-07-15,2023,7,90.1,72.1,Mobile
5047,282,33,2024-10-23,2024,10,61.6,53.6,Laptop
5048,470,21,2023-12-27,2023,12,82.7,71.3,Smart TV
5049,44,40,2024-10-16,2024,10,40.2,27.9,Tablet
5050,529,21,2024-01-26,2024,1,67.6,58.3,Mobile
5051,499,29,2024-07-16,2024,7,63.7,56.9,Mobile
5052,986,39,2023-02-08,2023,2,53.4,58.0,Mobile
5053,415,39,2024-06-23,2024,6,60.5,65.8,Smart TV
5054,496,45,2023-04-16,2023,4,75.7,67.6,Mobile
5055,375,34,2024-02-03,2024,2,79.1,67.0,Desktop
5056,433,8,2023-03-29,2023,3,54.9,58.4,Tablet
5057,450,23,2024-08-16,2024,8,91.7,81.9,Desktop
5058,207,43,2023-07-23,2023,7,48.3,48.8,Mobile
5059,488,3,2025-01-06,2025,1,86.3,60.8,Mobile
5060,341,35,2023-08-01,2023,8,42.8,47.0,Desktop
5061,69,38,2023-12-23,2023,12,81.5,66.8,Tablet
5062,723,10,2024-07-12,2024,7,65.1,63.8,Laptop
5063,975,16,2023-09-11,2023,9,73.3,74.8,Desktop
5064,789,49,2024-06-05,2024,6,61.4,49.1,Smart TV
5065,398,26,2024-11-06,2024,11,54.8,47.2,Tablet
5066,928,45,2024-05-08,2024,5,69.1,61.7,Mobile
5067,69,44,2023-12-05,2023,12,109.5,73.0,Laptop
5068,952,28,2024-03-14,2024,3,99.1,73.4,Desktop
5069,890,14,2023-01-05,2023,1,125.9,85.1,Smart TV
5070,7,10,2025-03-18,2025,3,73.2,71.8,Smart TV
5071,162,30,2023-07-03,2023,7,79.7,69.9,Tablet
5072,441,38,2024-07-27,2024,7,103.6,84.9,Smart TV
5073,262,21,2023-03-13,2023,3,90.0,77.6,Mobile
5074,169,21,2023-05-09,2023,5,101.7,87.7,Laptop
5075,967,20,2024-03-12,2024,3,40.4,45.9,Desktop
5076,479,13,2023-01-08,2023,1,56.2,62.5,Tablet
5077,129,47,2023-01-09,2023,1,91.6,77.6,Smart TV
5078,569,46,2023-06-20,2023,6,64.0,72.7,Tablet
5079,467,48,2025-02-12,2025,2,54.4,44.6,Desktop
5080,300,9,2023-11-23,2023,11,58.6,45.8,Tablet
5081,669,33,2024-02-04,2024,2,59.9,52.1,Desktop
5082,63,1,2024-03-29,2024,3,105.6,89.5,Smart TV
5083,75,4,2025-04-27,2025,4,51.8,47.1,Laptop
5084,145,13,2023-10-30,2023,10,53.3,59.2,Mobile
5085,358,48,2024-11-05,2024,11,85.5,70.1,Tablet
5086,481,7,2025-02-14,2025,2,99.7,76.7,Tablet
5087,958,8,2024-11-25,2024,11,61.3,65.2,Mobile
5088,386,24,2024-12-27,2024,12,76.3,76.3,Laptop
5089,791,26,2024-02-17,2024,2,96.6,83.3,Tablet
5090,304,3,2024-09-13,2024,9,108.3,76.3,Tablet
5091,537,16,2023-07-19,2023,7,57.5,58.7,Laptop
5092,17,2,2024-09-21,2024,9,100.3,80.9,Smart TV
5093,166,19,2023-05-22,2023,5,113.3,96.0,Tablet
5094,699,46,2024-01-09,2024,1,50.9,57.8,Smart TV
5095,981,45,2023-07-06,2023,7,51.2,45.7,Mobile
5096,594,5,2025-02-17,2025,2,87.0,88.8,Mobile
5097,470,2,2024-01-06,2024,1,99.2,80.0,Tablet
5098,688,16,2024-03-07,2024,3,35.4,36.1,Mobile
5099,343,32,2025-03-18,2025,3,108.8,77.7,Mobile
5100,85,22,2023-02-08,2023,2,102.9,82.3,Mobile
5101,45,5,2024-02-11,2024,2,78.7,80.3,Tablet
5102,10,2,2024-05-31,2024,5,40.9,33.0,Tablet
5103,358,36,2024-08-08,2024,8,102.2,81.1,Laptop
5104,865,30,2023-12-11,2023,12,86.4,75.8,Desktop
5105,941,14,2023-08-14,2023,8,89.8,60.7,Desktop
5106,513,46,2023-07-31,2023,7,69.6,79.1,Desktop
5107,192,7,2023-10-18,2023,10,96.8,74.5,Tablet
5108,584,6,2025-04-17,2025,4,64.6,56.2,Smart TV
5109,994,46,2024-06-01,2024,6,78.3,89.0,Tablet
5110,874,19,2024-11-26,2024,11,101.2,85.8,Smart TV
5111,24,14,2023-04-04,2023,4,135.7,91.7,Tablet
5112,710,9,2025-04-16,2025,4,100.5,78.5,Tablet
5113,374,10,2025-03-08,2025,3,73.3,71.9,Laptop
5114,403,35,2023-12-08,2023,12,71.6,78.7,Smart TV
5115,738,32,2024-11-16,2024,11,64.3,45.9,Mobile
5116,41,3,2024-12-06,2024,12,125.0,88.0,Smart TV
5117,22,35,2024-02-05,2024,2,30.6,33.6,Tablet
5118,809,2,2023-11-24,2023,11,51.0,41.1,Mobile
5119,573,22,2023-10-14,2023,10,66.1,52.9,Smart TV
5120,508,8,2024-02-15,2024,2,40.9,43.5,Mobile
5121,901,42,2024-12-13,2024,12,89.5,81.4,Smart TV
5122,328,27,2024-11-02,2024,11,46.0,54.1,Smart TV
5123,832,1,2023-04-02,2023,4,105.5,89.4,Mobile
5124,740,3,2024-08-26,2024,8,51.8,36.5,Desktop
5125,603,16,2023-03-09,2023,3,72.1,73.6,Desktop
5126,117,47,2023-01-04,2023,1,100.2,84.9,Laptop
5127,875,35,2023-02-15,2023,2,59.9,65.8,Smart TV
5128,344,45,2023-10-13,2023,10,42.9,38.3,Desktop
5129,902,39,2025-02-13,2025,2,62.0,67.4,Desktop
5130,758,15,2023-02-20,2023,2,103.1,90.4,Smart TV
5131,649,29,2024-03-03,2024,3,75.0,67.0,Smart TV
5132,789,27,2024-02-08,2024,2,68.7,80.8,Mobile
5133,525,6,2023-05-24,2023,5,110.2,95.8,Tablet
5134,533,5,2023-12-24,2023,12,75.5,77.0,Desktop
5135,311,30,2024-12-15,2024,12,108.6,95.3,Tablet
5136,868,1,2023-12-22,2023,12,105.8,89.7,Smart TV
5137,76,6,2023-02-07,2023,2,109.2,95.0,Desktop
5138,970,14,2024-11-21,2024,11,123.9,83.7,Smart TV
5139,9,40,2024-03-19,2024,3,102.0,70.8,Smart TV
5140,620,29,2024-09-25,2024,9,79.7,71.2,Smart TV
5141,97,36,2024-08-21,2024,8,121.1,96.1,Laptop
5142,144,43,2024-03-08,2024,3,75.4,76.2,Tablet
5143,418,47,2023-12-31,2023,12,92.0,78.0,Mobile
5144,416,32,2024-03-13,2024,3,97.9,69.9,Mobile
5145,522,32,2024-05-05,2024,5,91.7,65.5,Smart TV
5146,674,34,2024-07-09,2024,7,100.2,84.9,Smart TV
5147,419,16,2024-03-18,2024,3,71.7,73.2,Laptop
5148,26,6,2025-01-16,2025,1,90.0,78.3,Smart TV
5149,471,26,2023-06-26,2023,6,87.6,75.5,Smart TV
5150,436,28,2024-03-21,2024,3,91.8,68.0,Desktop
5151,12,37,2024-12-17,2024,12,101.3,79.8,Tablet
5152,660,26,2023-03-29,2023,3,107.0,92.2,Laptop
5153,174,12,2024-07-17,2024,7,108.0,90.0,Desktop
5154,693,46,2024-07-04,2024,7,14.6,16.6,Laptop
5155,595,38,2023-09-05,2023,9,103.5,84.8,Desktop
5156,549,7,2023-05-19,2023,5,79.3,61.0,Desktop
5157,489,31,2024-04-21,2024,4,46.2,48.1,Laptop
5158,998,39,2024-05-22,2024,5,23.0,25.0,Smart TV
5159,935,36,2024-01-14,2024,1,117.2,93.0,Desktop
5160,26,21,2023-01-31,2023,1,105.0,90.5,Laptop
5161,128,29,2023-04-22,2023,4,99.2,88.6,Tablet
5162,338,31,2024-07-18,2024,7,72.0,75.0,Desktop
5163,72,9,2024-08-27,2024,8,118.8,92.8,Laptop
5164,889,26,2023-12-26,2023,12,98.1,84.6,Desktop
5165,546,29,2023-03-24,2023,3,87.5,78.1,Laptop
5166,539,28,2023-02-10,2023,2,50.1,37.1,Laptop
5167,793,3,2023-01-05,2023,1,115.2,81.1,Smart TV
5168,269,18,2024-08-31,2024,8,101.4,80.5,Smart TV
5169,536,29,2024-07-28,2024,7,96.2,85.9,Tablet
5170,358,41,2024-04-19,2024,4,114.5,97.0,Smart TV
5171,658,2,2025-03-03,2025,3,58.4,47.1,Smart TV
5172,19,8,2023-04-15,2023,4,37.1,39.5,Mobile
5173,66,42,2024-06-03,2024,6,71.6,65.1,Mobile
5174,506,18,2023-06-25,2023,6,93.9,74.5,Mobile
5175,412,43,2024-10-20,2024,10,75.1,75.9,Smart TV
5176,186,11,2023-08-21,2023,8,114.3,86.6,Tablet
5177,620,14,2025-04-20,2025,4,66.5,44.9,Desktop
5178,17,25,2023-06-22,2023,6,128.0,88.3,Mobile
5179,802,32,2024-10-16,2024,10,72.7,51.9,Smart TV
5180,832,17,2025-03-15,2025,3,60.0,50.0,Tablet
5181,667,46,2024-03-09,2024,3,60.0,68.2,Desktop
5182,463,24,2023-09-02,2023,9,69.4,69.4,Laptop
5183,26,45,2025-04-08,2025,4,68.5,61.2,Mobile
5184,827,42,2025-02-19,2025,2,63.8,58.0,Tablet
5185,969,43,2024-09-03,2024,9,63.1,63.7,Tablet
5186,695,32,2023-09-19,2023,9,50.5,36.1,Tablet
5187,556,32,2025-03-18,2025,3,74.1,52.9,Laptop
5188,260,24,2023-08-13,2023,8,56.4,56.4,Mobile
5189,288,25,2024-11-02,2024,11,97.4,67.2,Desktop
5190,999,35,2024-11-09,2024,11,47.9,52.6,Desktop
5191,204,43,2025-02-04,2025,2,86.7,87.6,Desktop
5192,204,19,2024-07-29,2024,7,96.9,82.1,Smart TV
5193,678,23,2024-11-01,2024,11,82.1,73.3,Tablet
5194,646,11,2024-03-02,2024,3,113.3,85.8,Smart TV
5195,445,26,2025-04-29,2025,4,69.0,59.5,Laptop
5196,247,10,2023-01-31,2023,1,88.8,87.1,Tablet
5197,485,24,2024-06-21,2024,6,69.5,69.5,Desktop
5198,923,39,2023-10-25,2023,10,66.0,71.7,Tablet
5199,790,40,2024-07-28,2024,7,77.3,53.7,Laptop
5200,308,16,2025-01-16,2025,1,66.0,67.3,Desktop
5201,708,22,2024-07-02,2024,7,41.0,32.8,Mobile
5202,782,47,2025-03-20,2025,3,70.7,59.9,Mobile
5203,370,47,2023-02-02,2023,2,89.3,75.7,Desktop
5204,276,26,2024-04-19,2024,4,57.2,49.3,Mobile
5205,53,30,2023-07-21,2023,7,66.3,58.2,Desktop
5206,777,13,2024-08-03,2024,8,52.4,58.2,Smart TV
5207,937,48,2024-05-16,2024,5,109.1,89.4,Desktop
5208,323,18,2024-10-12,2024,10,105.8,84.0,Laptop
5209,683,41,2024-12-03,2024,12,29.5,25.0,Desktop
5210,948,2,2023-03-06,2023,3,82.8,66.8,Laptop
5211,573,23,2023-04-23,2023,4,70.4,62.9,Smart TV
5212,706,45,2024-10-13,2024,10,28.0,25.0,Laptop
5213,24,43,2023-07-09,2023,7,92.1,93.0,Mobile
5214,320,14,2023-12-18,2023,12,80.5,54.4,Mobile
5215,143,30,2024-09-02,2024,9,65.1,57.1,Smart TV
5216,845,15,2025-02-07,2025,2,80.5,70.6,Laptop
5217,193,6,2025-03-27,2025,3,93.5,81.3,Mobile
5218,115,10,2023-09-02,2023,9,80.0,78.4,Desktop
5219,30,18,2023-06-20,2023,6,82.8,65.7,Smart TV
5220,907,30,2025-04-16,2025,4,65.1,57.1,Desktop
5221,445,44,2024-01-25,2024,1,134.1,89.4,Laptop
5222,114,45,2023-02-22,2023,2,80.9,72.2,Tablet
5223,229,34,2023-07-17,2023,7,87.0,73.7,Laptop
5224,357,19,2023-12-17,2023,12,109.3,92.6,Laptop
5225,648,49,2024-03-17,2024,3,118.4,94.7,Desktop
5226,844,41,2023-03-24,2023,3,88.6,75.1,Laptop
5227,97,6,2024-05-03,2024,5,90.6,78.8,Laptop
5228,353,23,2023-11-17,2023,11,92.6,82.7,Smart TV
5229,706,30,2024-12-16,2024,12,37.3,32.7,Tablet
5230,139,31,2023-07-10,2023,7,70.3,73.2,Mobile
5231,426,30,2023-07-24,2023,7,63.7,55.9,Laptop
5232,395,7,2023-05-24,2023,5,112.3,86.4,Laptop
5233,851,31,2024-01-19,2024,1,89.7,93.4,Smart TV
5234,780,28,2023-09-21,2023,9,118.9,88.1,Smart TV
5235,772,28,2023-01-30,2023,1,96.8,71.7,Desktop
5236,122,33,2025-03-13,2025,3,90.2,78.4,Tablet
5237,164,1,2024-08-26,2024,8,90.6,76.8,Mobile
5238,435,37,2023-08-28,2023,8,51.9,40.9,Tablet
5239,247,2,2025-03-20,2025,3,107.0,86.3,Desktop
5240,613,22,2023-03-17,2023,3,84.5,67.6,Tablet
5241,964,4,2023-11-15,2023,11,68.0,61.8,Laptop
5242,739,40,2025-04-21,2025,4,108.6,75.4,Smart TV
5243,940,9,2024-11-24,2024,11,103.0,80.5,Tablet
5244,452,15,2024-11-23,2024,11,96.6,84.7,Smart TV
5245,976,49,2023-08-09,2023,8,72.8,58.2,Smart TV
5246,848,34,2024-07-23,2024,7,85.5,72.5,Mobile
5247,316,33,2023-12-19,2023,12,99.6,86.6,Mobile
5248,674,19,2024-10-27,2024,10,56.8,48.1,Smart TV
5249,379,39,2025-04-15,2025,4,45.5,49.5,Mobile
5250,880,44,2023-05-29,2023,5,110.4,73.6,Smart TV
5251,110,16,2023-09-19,2023,9,45.4,46.3,Laptop
5252,786,24,2024-03-28,2024,3,64.4,64.4,Smart TV
5253,621,40,2023-03-07,2023,3,63.2,43.9,Laptop
5254,300,38,2023-01-25,2023,1,100.5,82.4,Laptop
5255,199,6,2024-06-17,2024,6,99.6,86.6,Smart TV
5256,663,20,2023-09-12,2023,9,56.8,64.6,Smart TV
5257,938,6,2023-02-09,2023,2,91.7,79.7,Smart TV
5258,681,38,2024-05-10,2024,5,85.5,70.1,Mobile
5259,329,2,2024-02-22,2024,2,59.1,47.7,Desktop
5260,118,44,2024-04-23,2024,4,114.2,76.1,Tablet
5261,925,22,2025-04-08,2025,4,47.9,38.3,Tablet
5262,219,11,2024-06-05,2024,6,58.2,44.1,Tablet
5263,145,44,2024-09-21,2024,9,61.2,40.8,Mobile
5264,749,33,2024-05-15,2024,5,62.7,54.5,Desktop
5265,160,11,2023-04-11,2023,4,99.8,75.6,Smart TV
5266,407,37,2023-03-19,2023,3,106.7,84.0,Tablet
5267,224,44,2024-04-16,2024,4,101.4,67.6,Tablet
5268,117,2,2024-01-03,2024,1,57.9,46.7,Desktop
5269,699,29,2024-05-14,2024,5,25.0,22.3,Laptop
5270,355,39,2025-01-28,2025,1,63.9,69.5,Laptop
5271,885,13,2023-02-27,2023,2,45.6,50.7,Mobile
5272,829,12,2023-01-07,2023,1,55.3,46.1,Tablet
5273,761,34,2023-09-07,2023,9,87.3,74.0,Desktop
5274,628,3,2023-08-07,2023,8,116.7,82.2,Laptop
5275,654,23,2023-02-26,2023,2,55.7,49.7,Laptop
5276,516,26,2024-04-08,2024,4,96.2,82.9,Mobile
5277,244,42,2025-03-08,2025,3,39.3,35.7,Mobile
5278,620,47,2025-03-18,2025,3,62.2,52.7,Tablet
5279,702,45,2024-04-15,2024,4,88.9,79.4,Laptop
5280,641,5,2024-07-03,2024,7,38.4,39.2,Tablet
5281,555,33,2023-04-09,2023,4,40.5,35.2,Smart TV
5282,851,36,2024-11-11,2024,11,58.2,46.2,Smart TV
5283,74,4,2025-02-07,2025,2,66.4,60.4,Smart TV
5284,251,18,2024-01-20,2024,1,47.5,37.7,Desktop
5285,318,11,2023-06-02,2023,6,31.5,23.9,Smart TV
5286,549,43,2024-07-14,2024,7,49.1,49.6,Smart TV
5287,178,3,2025-02-28,2025,2,104.4,73.5,Smart TV
5288,702,47,2023-03-20,2023,3,104.0,88.1,Tablet
5289,536,8,2025-01-11,2025,1,52.2,55.5,Tablet
5290,862,1,2023-09-01,2023,9,86.0,72.9,Mobile
5291,665,45,2024-05-05,2024,5,108.2,96.6,Tablet
5292,615,1,2024-04-22,2024,4,97.2,82.4,Desktop
5293,724,20,2024-10-25,2024,10,51.8,58.9,Mobile
5294,44,2,2023-12-29,2023,12,56.9,45.9,Laptop
5295,716,46,2023-04-13,2023,4,75.7,86.0,Mobile
5296,468,8,2024-03-20,2024,3,58.7,62.4,Mobile
5297,814,42,2024-11-18,2024,11,80.0,72.7,Desktop
5298,329,7,2023-07-04,2023,7,69.7,53.6,Mobile
5299,542,24,2023-03-24,2023,3,83.1,83.1,Desktop
5300,772,6,2024-09-29,2024,9,65.7,57.1,Laptop
5301,371,17,2024-01-08,2024,1,80.2,66.8,Tablet
5302,146,40,2024-02-09,2024,2,89.7,62.3,Tablet
5303,843,8,2024-09-06,2024,9,53.0,56.4,Mobile
5304,242,29,2024-04-01,2024,4,91.6,81.8,Mobile
5305,705,49,2024-11-22,2024,11,88.8,71.0,Tablet
5306,769,10,2024-03-11,2024,3,56.5,55.4,Laptop
5307,411,7,2023-05-18,2023,5,106.7,82.1,Tablet
5308,946,29,2024-07-10,2024,7,60.1,53.7,Mobile
5309,382,24,2024-05-21,2024,5,52.8,52.8,Mobile
5310,201,35,2024-06-21,2024,6,44.5,48.9,Mobile
5311,170,47,2023-05-24,2023,5,63.2,53.6,Laptop
5312,684,25,2023-03-12,2023,3,86.4,59.6,Tablet
5313,908,25,2023-06-30,2023,6,102.5,70.7,Smart TV
5314,745,14,2023-01-01,2023,1,87.8,59.3,Mobile
5315,74,30,2024-03-02,2024,3,95.4,83.7,Laptop
5316,179,41,2024-11-18,2024,11,50.9,43.1,Smart TV
5317,303,33,2023-08-21,2023,8,50.8,44.2,Tablet
5318,545,48,2024-03-07,2024,3,64.4,52.8,Tablet
5319,269,31,2023-01-28,2023,1,82.8,86.2,Tablet
5320,321,25,2024-07-05,2024,7,137.3,94.7,Tablet
5321,608,33,2024-05-09,2024,5,104.2,90.6,Smart TV
5322,387,36,2024-07-26,2024,7,105.5,83.7,Smart TV
5323,4,2,2023-10-12,2023,10,90.6,73.1,Tablet
5324,700,39,2024-10-18,2024,10,63.9,69.5,Mobile
5325,784,23,2024-08-13,2024,8,106.0,94.6,Smart TV
5326,799,46,2024-08-31,2024,8,57.9,65.8,Tablet
5327,958,4,2024-01-28,2024,1,67.5,61.4,Smart TV
5328,287,5,2023-02-14,2023,2,28.5,29.1,Smart TV
5329,593,7,2023-03-25,2023,3,95.0,73.1,Smart TV
5330,132,33,2023-06-10,2023,6,66.9,58.2,Mobile
5331,532,13,2023-01-21,2023,1,32.8,36.4,Desktop
5332,792,26,2024-10-29,2024,10,42.6,36.7,Tablet
5333,343,44,2024-04-03,2024,4,108.5,72.3,Desktop
5334,672,17,2024-08-13,2024,8,83.8,69.8,Laptop
5335,596,40,2024-04-04,2024,4,110.9,77.0,Mobile
5336,324,11,2023-05-19,2023,5,57.4,43.5,Mobile
5337,114,18,2024-07-13,2024,7,109.2,86.7,Laptop
5338,428,23,2024-06-13,2024,6,91.7,81.9,Desktop
5339,635,35,2024-11-09,2024,11,75.5,83.0,Mobile
5340,444,5,2024-05-19,2024,5,71.6,73.1,Laptop
5341,417,16,2023-04-07,2023,4,95.2,97.1,Smart TV
5342,849,7,2023-06-22,2023,6,98.4,75.7,Laptop
5343,853,23,2024-04-04,2024,4,95.4,85.2,Tablet
5344,106,27,2024-09-03,2024,9,47.2,55.5,Tablet
5345,936,36,2024-06-03,2024,6,49.4,39.2,Desktop
5346,860,14,2024-06-22,2024,6,128.3,86.7,Desktop
5347,664,38,2024-08-22,2024,8,44.8,36.7,Desktop
5348,971,11,2024-12-15,2024,12,47.1,35.7,Smart TV
5349,659,1,2024-05-26,2024,5,47.2,40.0,Tablet
5350,357,13,2025-03-25,2025,3,37.1,41.2,Tablet
5351,228,45,2023-07-19,2023,7,74.8,66.8,Mobile
5352,822,16,2023-03-20,2023,3,68.0,69.4,Desktop
5353,338,18,2024-08-15,2024,8,42.6,33.8,Mobile
5354,318,45,2024-09-08,2024,9,96.2,85.9,Smart TV
5355,488,44,2023-06-17,2023,6,113.8,75.9,Laptop
5356,381,34,2025-03-06,2025,3,72.7,61.6,Smart TV
5357,350,45,2024-03-07,2024,3,100.0,89.3,Smart TV
5358,697,39,2024-08-23,2024,8,68.9,74.9,Smart TV
5359,494,18,2025-01-20,2025,1,67.7,53.7,Smart TV
5360,149,21,2025-03-06,2025,3,108.1,93.2,Laptop
5361,109,29,2025-04-08,2025,4,64.5,57.6,Desktop
5362,718,48,2023-07-08,2023,7,74.4,61.0,Mobile
5363,645,48,2023-09-18,2023,9,104.7,85.8,Tablet
5364,920,12,2023-04-19,2023,4,102.4,85.3,Smart TV
5365,724,13,2024-02-20,2024,2,33.3,37.0,Desktop
5366,405,15,2024-08-08,2024,8,86.4,75.8,Laptop
5367,265,7,2025-04-24,2025,4,68.8,52.9,Desktop
5368,258,21,2023-08-28,2023,8,48.8,42.1,Tablet
5369,223,4,2024-09-09,2024,9,61.0,55.5,Tablet
5370,613,26,2024-06-17,2024,6,91.2,78.6,Laptop
5371,794,40,2023-02-17,2023,2,112.6,78.2,Tablet
5372,713,43,2023-11-10,2023,11,62.8,63.4,Desktop
5373,552,30,2023-05-19,2023,5,88.0,77.2,Mobile
5374,576,48,2024-09-17,2024,9,92.8,76.1,Smart TV
5375,720,7,2024-04-16,2024,4,91.1,70.1,Smart TV
5376,337,42,2025-02-17,2025,2,99.7,90.6,Tablet
5377,411,33,2023-03-07,2023,3,44.4,38.6,Smart TV
5378,221,40,2024-04-26,2024,4,74.3,51.6,Tablet
5379,464,2,2024-05-04,2024,5,99.2,80.0,Mobile
5380,491,43,2023-08-20,2023,8,79.8,80.6,Mobile
5381,724,12,2023-11-09,2023,11,55.6,46.3,Smart TV
5382,662,11,2025-01-22,2025,1,114.3,86.6,Laptop
5383,97,45,2024-09-23,2024,9,81.0,72.3,Smart TV
5384,831,4,2024-02-26,2024,2,87.1,79.2,Smart TV
5385,190,47,2023-08-29,2023,8,79.7,67.5,Laptop
5386,924,1,2023-04-07,2023,4,104.5,88.6,Mobile
5387,665,20,2023-10-25,2023,10,43.5,49.4,Desktop
5388,894,18,2023-06-09,2023,6,99.5,79.0,Mobile
5389,162,45,2023-10-14,2023,10,62.4,55.7,Laptop
5390,8,45,2024-09-07,2024,9,67.2,60.0,Tablet
5391,360,45,2023-04-04,2023,4,50.2,44.8,Desktop
5392,437,43,2023-03-08,2023,3,94.1,95.1,Tablet
5393,281,1,2024-09-19,2024,9,99.8,84.6,Laptop
5394,106,20,2024-05-21,2024,5,57.0,64.8,Desktop
5395,724,5,2023-07-17,2023,7,49.8,50.8,Smart TV
5396,308,21,2023-04-06,2023,4,92.5,79.7,Desktop
5397,58,33,2025-04-24,2025,4,58.1,50.5,Mobile
5398,684,5,2023-01-28,2023,1,49.7,50.7,Laptop
5399,632,18,2023-07-05,2023,7,103.8,82.4,Desktop
5400,180,3,2024-10-11,2024,10,131.8,92.8,Smart TV
5401,492,25,2024-12-29,2024,12,93.5,64.5,Desktop
5402,680,28,2024-09-06,2024,9,67.5,50.0,Smart TV
5403,584,23,2023-08-28,2023,8,61.3,54.7,Tablet
5404,96,37,2023-09-14,2023,9,53.3,42.0,Mobile
5405,641,35,2025-03-12,2025,3,58.5,64.3,Mobile
5406,856,40,2025-03-23,2025,3,78.6,54.6,Laptop
5407,130,18,2024-10-31,2024,10,97.4,77.3,Smart TV
5408,302,1,2024-01-23,2024,1,79.1,67.0,Smart TV
5409,525,48,2023-07-12,2023,7,70.2,57.5,Smart TV
5410,207,20,2024-11-21,2024,11,56.5,64.2,Smart TV
5411,264,14,2024-04-28,2024,4,94.6,63.9,Desktop
5412,391,28,2024-09-18,2024,9,76.1,56.4,Mobile
5413,520,28,2025-03-05,2025,3,114.5,84.8,Laptop
5414,180,19,2023-09-13,2023,9,96.2,81.5,Smart TV
5415,393,40,2023-05-17,2023,5,106.1,73.7,Laptop
5416,22,29,2023-10-03,2023,10,58.9,52.6,Mobile
5417,592,23,2023-06-17,2023,6,105.7,94.4,Desktop
5418,649,34,2025-04-06,2025,4,90.6,76.8,Laptop
5419,624,18,2024-05-06,2024,5,108.7,86.3,Mobile
5420,255,37,2024-03-13,2024,3,107.7,84.8,Desktop
5421,895,28,2023-10-18,2023,10,82.6,61.2,Laptop
5422,616,7,2024-04-26,2024,4,85.7,65.9,Mobile
5423,265,30,2023-05-08,2023,5,96.4,84.6,Desktop
5424,207,1,2023-02-08,2023,2,97.8,82.9,Desktop
5425,349,18,2023-05-20,2023,5,92.6,73.5,Tablet
5426,218,18,2023-10-19,2023,10,103.3,82.0,Desktop
5427,661,26,2024-11-13,2024,11,74.6,64.3,Tablet
5428,441,29,2024-08-26,2024,8,81.6,72.9,Desktop
5429,265,30,2023-01-17,2023,1,75.4,66.1,Mobile
