spend_id,movie_id,channel,month,year,spend_usd,impressions,clicks,conversions,roi
805,48,Digital Display,12,2025,629886.11,73243340,865964,65819,1.75
806,48,Digital Display,7,2025,240671.52,31440714,1056827,129937,3.65
807,48,Digital Display,6,2025,653996.73,96255015,3349645,271711,3.96
808,48,TV Ads,9,2025,640401.26,56930107,4520754,768620,3.58
809,48,TV Ads,1,2025,315957.72,46634476,2083458,327780,3.68
810,48,TV Ads,12,2025,637281.64,60166266,1344522,120172,3.29
811,49,Email,8,2025,1296248.13,191584895,4012601,718171,3.31
812,49,Email,7,2025,1770853.34,242630449,13249166,699385,3.28
813,49,Email,10,2025,1040730.33,191397306,12813174,2435770,3.25
814,49,Social Media,12,2025,1990492.02,170161727,4893824,407841,3.63
815,49,Social Media,10,2025,3161631.13,484404984,15027303,878111,2.27
816,49,Social Media,6,2025,4100545.51,645474183,34460473,4932600,1.82
817,49,Social Media,1,2025,4599987.76,852663433,45789770,8694592,1.84
818,49,Influencer,4,2025,4390313.49,465783714,37208651,6198405,3.49
819,49,Influencer,10,2025,604427.95,109440967,2627793,214325,1.91
820,49,Podcast,12,2025,3262792.88,466024784,15194638,909964,2.29
821,49,Podcast,9,2025,2118947.69,231417826,8673937,1684253,3.34
822,49,Podcast,4,2025,1506505.95,132632043,6406507,368322,3.04
823,49,TV Ads,12,2025,3102655.35,534051402,24745624,4829268,3.14
824,49,TV Ads,1,2025,1073966.19,168738484,2443749,301620,2.17
825,49,TV Ads,8,2025,4191927.66,599747048,7347105,1120536,1.9
826,49,TV Ads,4,2025,3615143.1,500392397,15171682,2519879,1.74
